Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Liquidity_State,Leverage_State,Efficiency_State,Size_State,Profitability_State
LIX,Bột Giặt Lix,HOSE,Hàng Tiêu dùng,2024,-0.0503774306133672,-0.1633819227356171,0.5382276575449013,-0.255253061689009,0.6140449386143122,Trung bình,Trung bình,Cao,Trung bình,Cao
LM8,LILAMA 18,HOSE,Công nghiệp,2020,-0.6083217913139101,0.8899808206685258,,0.1668912709784125,-0.3514528340101321,Thấp,Cao,Không xác định,Trung bình,Trung bình
LM8,LILAMA 18,HOSE,Công nghiệp,2021,-0.3546969981371154,0.939324863993008,0.0060919538052627,0.050430432399645,-0.5045593266253877,Trung bình,Cao,Trung bình,Trung bình,Thấp
LM8,LILAMA 18,HOSE,Công nghiệp,2022,-0.4848532081841459,0.0694908496020987,-0.0636472827935247,-0.032438064765952,-0.2775425670852888,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LM8,LILAMA 18,HOSE,Công nghiệp,2023,-0.4665697460656393,0.783776080693372,0.0683972969681842,-0.0604102952690224,-0.5150026220575588,Trung bình,Cao,Trung bình,Trung bình,Thấp
LM8,LILAMA 18,HOSE,Công nghiệp,2024,-0.5653576298818248,0.808016160352347,0.1156109299449557,-0.0733200900599316,-0.2688474885070528,Thấp,Cao,Trung bình,Trung bình,Trung bình
LPB,LienVietPostBank,HOSE,Ngân hàng,2020,,1.0067514370254285,,-0.3103505853784039,,Không xác định,Cao,Không xác định,Trung bình,Không xác định
LPB,LienVietPostBank,HOSE,Ngân hàng,2021,,0.959072245042413,,-0.3143150220054942,,Không xác định,Cao,Không xác định,Trung bình,Không xác định
LPB,LienVietPostBank,HOSE,Ngân hàng,2022,,0.5558021086506411,,-0.3002750230139532,,Không xác định,Cao,Không xác định,Trung bình,Không xác định
LPB,LPBank,HOSE,Ngân hàng,2023,,-0.0359604517571939,,-0.2678037346026913,,Không xác định,Trung bình,Không xác định,Trung bình,Không xác định
LPB,LPBank,HOSE,Ngân hàng,2024,,-0.3317457524576125,,-0.1924145697869679,,Không xác định,Trung bình,Không xác định,Trung bình,Không xác định
LSS,Mía đường Lam Sơn,HOSE,Hàng Tiêu dùng,2020,-0.6683710370868162,-0.2764648370315131,,-0.0759172645589017,-0.6769103904831786,Thấp,Trung bình,Không xác định,Trung bình,Thấp
LSS,Mía đường Lam Sơn,HOSE,Hàng Tiêu dùng,2021,-0.3937031472074065,-0.3682888760390279,-0.5139454383514972,-0.03325380159135,-0.6981058364463166,Trung bình,Trung bình,Thấp,Trung bình,Thấp
LSS,Mía đường Lam Sơn,HOSE,Hàng Tiêu dùng,2022,-0.48729603823613,-0.2570645366992194,-0.433808528621163,-0.1786833037597184,-0.2881508574461608,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LSS,Mía đường Lam Sơn,HOSE,Hàng Tiêu dùng,2023,-0.3911623071289094,-0.0138163514480041,-0.170115163275438,-0.0753446881695342,-0.1119605861134192,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
LSS,Mía đường Lam Sơn,HOSE,Hàng Tiêu dùng,2024,-0.3671857867429182,0.0358119991016831,-0.3116174422283242,0.0148835916353587,-0.0932829340777352,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
MBB,MBBank,HOSE,Ngân hàng,2020,,-0.7815591561080586,,0.1863118394100027,,Không xác định,Thấp,Không xác định,Trung bình,Không xác định
MBB,MBBank,HOSE,Ngân hàng,2021,,-0.7231234662423156,,0.2113152148695501,,Không xác định,Thấp,Không xác định,Trung bình,Không xác định
MBB,MBBank,HOSE,Ngân hàng,2022,,-0.6843597110281476,,0.2336920390253419,,Không xác định,Thấp,Không xác định,Trung bình,Không xác định
MBB,MBBank,HOSE,Ngân hàng,2023,,-0.8910304199625966,,0.3368518861751001,,Không xác định,Thấp,Không xác định,Trung bình,Không xác định
MBB,MBBank,HOSE,Ngân hàng,2024,,-0.7861219633417456,,0.3482715259473905,,Không xác định,Thấp,Không xác định,Trung bình,Không xác định
MCM,Giống bò sữa Mộc Châu,HOSE,Hàng Tiêu dùng,2023,1.0490728410685934,-0.0497689601002842,,0.0302182054142595,0.7485280024646634,Cao,Trung bình,Không xác định,Trung bình,Cao
MCM,Giống bò sữa Mộc Châu,HOSE,Hàng Tiêu dùng,2024,0.4972313053213946,-0.2537257061361865,0.0883397684247323,-0.0110693810365655,0.2341947446638212,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
MCP,In và Bao bì Mỹ Châu,HOSE,Công nghiệp,2020,-0.1754127340472468,-0.2678514015627331,,-0.5948686229444782,-0.0100970411367501,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
MCP,In và Bao bì Mỹ Châu,HOSE,Công nghiệp,2021,-0.1928886790190117,-0.2985063314972216,0.1364194089106083,-0.84673973539966,0.0075977662139136,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
MCP,In và Bao bì Mỹ Châu,HOSE,Công nghiệp,2022,-0.3110972413427069,-0.3114567082361922,0.2307583231927623,-0.8989924911917824,-0.1707787843454022,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
MCP,In và Bao bì Mỹ Châu,HOSE,Công nghiệp,2023,-0.1863357731844342,-0.3617528359219598,0.3909516827245247,-0.8725003942242094,-0.1617670646081181,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
MCP,In và Bao bì Mỹ Châu,HOSE,Công nghiệp,2024,0.6372805282482108,-0.4988408652793039,0.2174083667769191,-0.8845888003633786,0.1648093022044411,Cao,Trung bình,Trung bình,Thấp,Trung bình
MDG,Xây dựng Miền Đông,HOSE,Công nghiệp,2020,-0.3929579434668769,-0.0155655260751787,,-0.9130881691324748,-0.1850011507125677,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
MDG,Xây dựng Miền Đông,HOSE,Công nghiệp,2021,-0.2774223757448113,0.0787593126544445,-0.256436963003022,-1.0349438880125672,-0.1386990861330681,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
MDG,Xây dựng Miền Đông,HOSE,Công nghiệp,2022,-0.3601603908868979,0.0442083278489489,-0.1175584071388313,-0.9305566022721692,0.0134559006698145,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
MDG,Xây dựng Miền Đông,HOSE,Công nghiệp,2023,-0.4142487332636204,0.2720568353110723,-0.1415683434142305,-1.016376151673697,-2.350559217969326,Trung bình,Trung bình,Trung bình,Thấp,Thấp
MDG,Xây dựng Miền Đông,HOSE,Công nghiệp,2024,-0.4934812297977808,0.1666978167662949,-0.2185998695021138,-1.0761154271277196,-0.3367244827841476,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
MHC,CTCP MHC,HOSE,Công nghiệp,2020,2.249198170540191,-0.3276633615625013,,-1.3308058079711824,-0.4197964866088412,Cao,Trung bình,Không xác định,Thấp,Trung bình
MHC,CTCP MHC,HOSE,Công nghiệp,2021,0.1768568060662562,-0.1150549396602322,-2.8891786113619293,-1.1914414485366316,-0.1726274609237097,Trung bình,Trung bình,Thấp,Thấp,Trung bình
MHC,CTCP MHC,HOSE,Công nghiệp,2022,-0.087306468822302,-0.0949752741304065,,-1.1857210680822323,-0.6318074745347156,Trung bình,Trung bình,Không xác định,Thấp,Thấp
MHC,CTCP MHC,HOSE,Công nghiệp,2023,2.464000524494148,-0.3502470258205515,-1.327748023322767,-0.9906579819496976,0.000306157980261,Cao,Trung bình,Thấp,Thấp,Trung bình
MHC,CTCP MHC,HOSE,Công nghiệp,2024,-0.0624008110777652,-0.3343841555584109,,-1.4521187089986487,-0.3568868454578596,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
MIG,Bảo hiểm Quân đội,HOSE,Tài chính,2020,-0.4711733919078085,0.3743334714486314,,0.3151081037497707,-0.2448410389287143,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
MIG,Bảo hiểm Quân đội,HOSE,Tài chính,2021,-0.6041258566230246,0.392719046904883,0.0945001647160592,0.2728807308247032,-0.1420777877988848,Thấp,Trung bình,Trung bình,Trung bình,Trung bình
MIG,Bảo hiểm Quân đội,HOSE,Tài chính,2022,-0.4835453611796956,0.735665651463651,0.3048465805133577,0.4585885022286589,0.0994893071814562,Trung bình,Cao,Trung bình,Trung bình,Trung bình
MIG,Bảo hiểm Quân đội,HOSE,Tài chính,2023,-0.235901932463787,0.556983831057416,0.4459114510090983,0.4953938328734233,0.2689324359140148,Trung bình,Cao,Trung bình,Trung bình,Trung bình
MIG,Bảo hiểm Quân đội,HOSE,Tài chính,2024,-0.1955595091068892,0.7220091245255531,0.4144311320855726,0.4775297032803125,0.1216679102624553,Trung bình,Cao,Trung bình,Trung bình,Trung bình
MSB,MSB Bank,HOSE,Ngân hàng,2020,,-0.4189134198458122,,-0.5300500350161862,,Không xác định,Trung bình,Không xác định,Thấp,Không xác định
MSB,MSB Bank,HOSE,Ngân hàng,2021,,-0.7336316301418278,,-0.5628046534091921,,Không xác định,Thấp,Không xác định,Thấp,Không xác định
MSB,MSB Bank,HOSE,Ngân hàng,2022,,-0.7499027181234218,,-0.5890516454680201,,Không xác định,Thấp,Không xác định,Thấp,Không xác định
MSB,MSB Bank,HOSE,Ngân hàng,2023,,-0.7905340317053622,,-0.5090123640328184,,Không xác định,Thấp,Không xác định,Thấp,Không xác định
MSB,MSB Bank,HOSE,Ngân hàng,2024,,-0.729677697512723,,-0.505703759457346,,Không xác định,Thấp,Không xác định,Thấp,Không xác định
MSH,May Sông Hồng,HOSE,Hàng Tiêu dùng,2020,-0.2957910030467774,-0.1800122756947427,,0.2332338621646097,0.2505824333102086,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
MSH,May Sông Hồng,HOSE,Hàng Tiêu dùng,2021,-0.1885008350075841,-0.0715106216587237,-0.0306778710615205,0.3433832998969969,1.1198564584666597,Trung bình,Trung bình,Trung bình,Trung bình,Cao
MSH,May Sông Hồng,HOSE,Hàng Tiêu dùng,2022,-0.0313275339957638,-0.1630604176503854,0.7373130673655834,0.3133968912714302,0.381432463971775,Trung bình,Trung bình,Cao,Trung bình,Trung bình
MSH,May Sông Hồng,HOSE,Hàng Tiêu dùng,2023,-0.0821396180974993,0.0083659700112341,0.0985036628894888,0.264888435696224,0.1844840321751925,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
MSH,May Sông Hồng,HOSE,Hàng Tiêu dùng,2024,-0.1304455045583573,0.075145526680475,-0.0969740083490117,0.3774119917227909,0.4254012623222271,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
MSN,Tập đoàn Masan,HOSE,Hàng Tiêu dùng,2020,-0.5804844437855571,2.037946294468584,,2.7184012309922263,-0.5323493387980556,Thấp,Cao,Không xác định,Cao,Thấp
MSN,Tập đoàn Masan,HOSE,Hàng Tiêu dùng,2021,-0.156570329127641,0.3891748878350848,-0.4582863124165988,2.7679056627697856,0.6379059321360705,Trung bình,Trung bình,Trung bình,Cao,Cao
MSN,Tập đoàn Masan,HOSE,Hàng Tiêu dùng,2022,-0.3844574704350951,1.177362071405265,-0.6630451495137213,2.661539954236165,-0.0076275751546822,Trung bình,Cao,Thấp,Cao,Trung bình
MSN,Tập đoàn Masan,HOSE,Hàng Tiêu dùng,2023,-0.3961871973318248,0.1109416449637727,-0.6386430257534401,2.6698556498329378,-0.2315044323721863,Trung bình,Trung bình,Thấp,Cao,Trung bình
MSN,Tập đoàn Masan,HOSE,Hàng Tiêu dùng,2024,-0.2953883228418992,3.1224925782112347,-0.5878242593269383,2.573893482153101,-0.0449340101157728,Trung bình,Cao,Thấp,Cao,Trung bình
MWG,Thế giới di động,HOSE,Dịch vụ Tiêu dùng,2020,-0.4518847371435124,0.126860570837203,,2.097493559715736,0.446629825333924,Trung bình,Trung bình,Không xác định,Cao,Trung bình
MWG,Thế giới di động,HOSE,Dịch vụ Tiêu dùng,2021,-0.503156311054393,-0.2024118165767356,0.2620854944617009,2.1104659528316576,0.2795746033884206,Thấp,Trung bình,Trung bình,Cao,Trung bình
MWG,Thế giới di động,HOSE,Dịch vụ Tiêu dùng,2022,-0.4533300736803418,0.1010073450994501,0.2175877461314245,2.001140546613715,-0.0604882486874954,Trung bình,Trung bình,Trung bình,Cao,Trung bình
MWG,Thế giới di động,HOSE,Dịch vụ Tiêu dùng,2023,-0.4056771103835828,0.5634124803746465,0.1063652951418237,1.9070522805982848,-0.5916469797874333,Trung bình,Cao,Trung bình,Cao,Thấp
MWG,Thế giới di động,HOSE,Dịch vụ Tiêu dùng,2024,-0.3881065596171684,0.1971793848543624,0.1933555104793439,1.8990929636424012,-0.1225303881273712,Trung bình,Trung bình,Trung bình,Cao,Trung bình
NAB,Ngân hàng Nam Á,HOSE,Ngân hàng,2023,,0.6746395553505993,,-0.6700761246256478,,Không xác định,Cao,Không xác định,Thấp,Không xác định
NAB,Ngân hàng Nam Á,HOSE,Ngân hàng,2024,,0.30444527207523,,-0.6867204750344633,,Không xác định,Trung bình,Không xác định,Thấp,Không xác định
NAF,Nafoods Group,HOSE,Hàng Tiêu dùng,2020,-0.3319013735686615,0.1876389640651088,,-0.3847484611209351,-0.2367721917057983,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
NAF,Nafoods Group,HOSE,Hàng Tiêu dùng,2021,-0.2032899403709314,-0.1265297932728273,-0.1860075662511508,-0.292291860078662,-0.1882708127684316,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NAF,Nafoods Group,HOSE,Hàng Tiêu dùng,2022,-0.2949604767384287,0.0858413986133913,-0.4222362654881563,-0.3292877061967229,-0.0244851494422504,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NAF,Nafoods Group,HOSE,Hàng Tiêu dùng,2023,-0.4496688475791481,0.0228268768952047,-0.611500121199047,-0.2668938242184806,0.1059293847575069,Trung bình,Trung bình,Thấp,Trung bình,Trung bình
NAF,Nafoods Group,HOSE,Hàng Tiêu dùng,2024,-0.3119245173794264,0.0713581446236177,-0.4183042525532363,-0.3473940023598952,0.1598210418134435,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NAV,Tấm lợp và gỗ Nam Việt,HOSE,Công nghiệp,2020,0.0564525267672185,-0.3182093383636945,,-1.581040862263178,0.6212168902543076,Trung bình,Trung bình,Không xác định,Thấp,Cao
NAV,Tấm lợp và gỗ Nam Việt,HOSE,Công nghiệp,2021,-0.2283395207249178,-0.1760873632834028,-0.3078615244393405,-1.6864278072105126,0.4969101515563198,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
NAV,Tấm lợp và gỗ Nam Việt,HOSE,Công nghiệp,2022,2.6035211936786387,-0.4296098165965344,-0.0900553959130124,-1.8124752875390675,0.7634077237614024,Cao,Trung bình,Trung bình,Thấp,Cao
NAV,Tấm lợp và gỗ Nam Việt,HOSE,Công nghiệp,2023,6.403103437054028,-0.4630679960454986,0.0969677249782059,-1.6558883538590026,0.9966542502090971,Cao,Trung bình,Trung bình,Thấp,Cao
NAV,Tấm lợp và gỗ Nam Việt,HOSE,Công nghiệp,2024,5.681122063031623,-0.540417021721068,-0.1176320835604555,-1.657089054422917,0.5912999889687885,Cao,Thấp,Trung bình,Thấp,Cao
NBB,577 CORP,HOSE,Tài chính,2020,-0.4035684702993908,-0.0664004609307501,,0.3137787912812129,0.3916606714190045,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
NBB,577 CORP,HOSE,Tài chính,2021,-0.7037140479493204,-0.1273352506801146,-0.2177951344568861,-0.3129237792299517,0.5506916039661116,Thấp,Trung bình,Trung bình,Trung bình,Cao
NBB,577 CORP,HOSE,Tài chính,2022,-0.4237469188897748,0.2007647577046943,-0.3411470598764068,-0.223079837549804,-0.3018564242275038,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NBB,577 CORP,HOSE,Tài chính,2023,-0.2480931304310335,0.381560331511788,-0.4227857348003921,-0.228201547770456,-0.4965669208152275,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NBB,577 CORP,HOSE,Tài chính,2024,-0.212822066810338,0.4067681369903925,-0.3726460328985614,-0.6123203334725958,-0.1022127716330031,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
NCG,Nova Consumer,HOSE,Hàng Tiêu dùng,2020,-0.156345434945866,0.0884077342720884,,0.3022989539280875,-0.1453150600587273,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
NCG,Nova Consumer,HOSE,Hàng Tiêu dùng,2021,-0.1528343176081931,-0.3428774454162885,-0.3694148849257214,0.2867834462910812,0.2910411614016088,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NCG,Nova Consumer,HOSE,Hàng Tiêu dùng,2022,-0.3045890285857616,-0.0882296650327738,-0.2752415396807237,0.43859697732407,0.015546047439566,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2020,0.6290830045075193,-0.4581803543595117,,-0.4905878577955059,2.33995387547553,Cao,Trung bình,Không xác định,Trung bình,Cao
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2021,0.2388426928189649,-0.4269415771802088,0.3492366987961266,-0.4865400671783741,3.2912818803229347,Trung bình,Trung bình,Trung bình,Trung bình,Cao
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2022,0.4734147143946334,-0.3941572473319378,0.3101904564466133,-0.6049269728779131,2.3317352078311,Trung bình,Trung bình,Trung bình,Thấp,Cao
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2023,0.051711784426575,-0.3652096440890543,0.4553269686565746,-0.5555399721145531,3.2728796575620795,Trung bình,Trung bình,Trung bình,Thấp,Cao
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2024,0.2283061758462798,-0.4290638585437656,0.4861692084662833,-0.3888330173813974,2.13750380469529,Trung bình,Trung bình,Trung bình,Trung bình,Cao
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2020,0.036420548746476,-0.491925676883424,,-1.1099993410239946,0.3300931799024998,Trung bình,Trung bình,Không xác định,Thấp,Trung bình
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2021,-0.3925626037590017,-0.152038850972409,-0.3328197157718991,-1.0864023998724872,-0.680899333791605,Trung bình,Trung bình,Trung bình,Thấp,Thấp
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2022,-0.4841344392926319,0.0341687006102923,-0.3784189672698169,-1.1218509600886837,-0.3687038154026724,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2023,-0.4913604423889843,-0.2175101792829961,-0.451498054662491,-1.1950079002769671,-0.4591221966305633,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2024,-0.6092322855027951,-0.3306853380815337,-0.3695890366480581,-0.8496266619327264,0.1547437622720314,Thấp,Trung bình,Trung bình,Thấp,Trung bình
NHH,Nhựa Hà Nội,HOSE,Nguyên vật liệu,2020,-0.274635513888454,0.3676968565411127,,-0.1324595313585303,0.366699871969927,Trung bình,Trung bình,Không xác định,Trung bình,Trung bình
NHH,Nhựa Hà Nội,HOSE,Nguyên vật liệu,2021,-0.3175518995861109,0.3705255827711656,-0.1647689508351922,0.034975005660739,-0.4141379137069882,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NHH,Nhựa Hà Nội,HOSE,Nguyên vật liệu,2022,-0.2202383761919014,-0.1312324281080508,-0.2500593418875283,0.0773212604248488,0.0897035995597593,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NHH,Nhựa Hà Nội,HOSE,Nguyên vật liệu,2023,-0.4002232531150912,-0.1765343506266708,-0.0412400064663375,0.018443025647711,0.182556136447609,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NHH,Nhựa Hà Nội,HOSE,Nguyên vật liệu,2024,-0.2044579022189125,-0.3414780877054475,-0.1118008347218694,-0.0214498372205557,-0.0251126829777118,Trung bình,Trung bình,Trung bình,Trung bình,Trung bình
NHT,Sản xuất và Thương mại Nam Hoa,HOSE,Hàng Tiêu dùng,2020,-0.6647810166176672,0.106288301146163,,-0.6983401359668477,0.4004551329173331,Thấp,Trung bình,Không xác định,Thấp,Trung bình
NHT,Sản xuất và Thương mại Nam Hoa,HOSE,Hàng Tiêu dùng,2021,-0.4321341687525342,0.0218166357239228,-0.2425905339552837,-0.7320836627224933,0.0965682331420481,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
NHT,Sản xuất và Thương mại Nam Hoa,HOSE,Hàng Tiêu dùng,2022,-0.4512463417606447,-0.2279862578374458,0.2872008225015643,-0.8928899432968418,0.2356008304737994,Trung bình,Trung bình,Trung bình,Thấp,Trung bình
NHT,Sản xuất và Thương mại Nam Hoa,HOSE,Hàng Tiêu dùng,2023,-0.5001254846544322,0.0053610272065795,-0.0570432613109582,-1.3259190373191592,-0.7307479142637187,Thấp,Trung bình,Trung bình,Thấp,Thấp
