Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2021,1.69489315453576,-0.2767114426509532,-0.2880343552593392,-1.505069264754431,1.2830434479686152
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2022,1.7203654050068604,-0.23139010542646146,-0.11197817740726015,-0.9806827916400409,1.5681536178994275
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2023,1.2382119512457779,-0.23916067080303488,-0.14236036781140834,-0.9256888615431834,2.1969354170504842
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2024,0.03509989514793025,-0.19765334090711237,-0.0860976190390263,-0.9650047569171865,1.596624256929103
DTA,BĐS Đệ Tam,HOSE,Tài chính,2020,-0.2734506524412787,0.12923215463891297,,-1.6860574620684052,-1.4159080739116912
DTA,BĐS Đệ Tam,HOSE,Tài chính,2021,-0.47649647096725817,0.389605141039671,-0.1869391762379849,-1.4583849740603254,-0.3515818675136315
DTA,BĐS Đệ Tam,HOSE,Tài chính,2022,-0.5859747468263908,0.8976335203535727,-0.13312201657739958,-1.3364313059587887,-0.10286430437783084
DTA,BĐS Đệ Tam,HOSE,Tài chính,2023,-0.27647821187162963,0.25749136512979287,-0.14582421625992337,-1.2743503777364076,-0.45871460716226303
DTA,BĐS Đệ Tam,HOSE,Tài chính,2024,-0.23671111380587304,-0.044560263699193,0.10022086338204791,-1.252635309411117,-0.0811531325266372
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2020,-0.32134101789681485,0.2784657060618047,,0.1962995687731242,-0.4832851563461682
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2021,-0.36795979913762583,-0.18237939225717287,-0.10441133656568247,-0.08279936657486928,-0.6053531332472568
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2022,-0.3428852881666949,0.13912720521552507,-0.35142849499135026,-0.04972098625737921,-0.909331209579503
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2023,-0.4937967052901618,0.13002862510103363,-0.13795927751235526,0.006790735571632001,-1.1719875160906363
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2024,-0.4229870793711215,-1.0065795960852941,-0.1583454950145981,0.0062720414098308384,-0.45043849759104343
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2020,0.09152875242234604,-0.32615711774327366,,-1.5882656249635825,-0.06215298866831872
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2021,0.06090574969861432,-0.43261307441371366,-0.11269478146866271,-1.5892399531187864,-0.7658397072762083
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2022,-0.011281045091204164,-0.3754168306500576,-0.07385826754005825,-1.667200695839577,0.09769574186900276
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2023,0.07139890062373899,-0.22905278132402176,-0.0902338252347433,-1.663584696070251,0.20049298955751996
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2024,0.00849407394430444,-0.3723581543992535,-0.07013574563393776,-1.5158151268181577,0.1413131979673593
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2020,2.104764406005815,-0.505892979678678,,-0.18156894260952886,0.6906097386546799
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2021,0.5818147601407012,-0.47927442019128674,-0.1022161547018462,-0.1765552123969272,1.0379467834024043
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2022,0.8846657762670321,-0.41664661589403906,-0.18499759895180623,-0.27815308274512696,0.7122707109768828
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2023,0.05817766592167876,-0.40294139600592094,-0.06120283138912036,-0.2332126236032565,2.182589256033165
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2024,1.0026677750936328,-0.5210353948747276,-0.10141055121807517,-0.18025149379402378,0.8955716585715369
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2020,-0.2205181603114681,0.015406013372425316,,0.8869215365693024,-1.3712509593186626
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2021,-0.22460249413180536,-0.20311595605906246,0.10832684132600504,1.1803193159974272,0.012728975924497399
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2022,-0.2705438300619835,-0.6821904627640216,-0.1434826904257677,1.0127160744574517,-0.06076224806118944
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2023,-0.2003837728144091,-0.24397532379309966,-0.2615184596822536,0.906069195453425,-0.410718461839137
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2024,-0.12973135848988757,-0.4974195808238112,-0.0827485628813127,0.9036350948555012,0.006319255831305405
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2020,0.023190869842912364,-0.20728697240192182,,0.6525779246654133,1.002874514754272
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2021,-0.0634436460691513,-0.3047545026803197,-0.0003469800256598876,0.7143638252900313,0.048725899027306736
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2022,-0.19364538663124922,-0.1448943722745064,-0.03050060213139264,0.7168994568433724,0.1274005371509037
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2023,-0.18216472883961463,-0.28650323899404906,-0.26776783308992697,0.5355610666953695,-0.6748845017116002
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2024,-0.1339769128098372,-0.16123497578799048,-0.09812872110426632,0.5125837174869421,0.012607668929634197
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2020,0.7249843367213623,-0.45915604527761844,,-1.3995548248006762,-0.40273228972423913
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2021,0.29585646682726113,-0.4333172560698022,0.16547069639352469,-1.4509086529415123,-0.7083406314371476
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2022,0.10990631989871935,-0.30814475717938805,0.1622592203250423,-1.4784914291984026,-0.37891282900327344
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2023,0.044363849348181474,-0.36717018093439713,0.14679837712195135,-1.5397102283689361,-1.3474126169649772
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2024,0.2008141565109952,-0.4502691482180915,0.1385351053945642,-1.4942076291961772,-0.7909081172414504
EIB,Eximbank,HOSE,Ngân hàng,2020,,-0.013876175949301905,,-0.5971947451452979,
EIB,Eximbank,HOSE,Ngân hàng,2021,,0.568500302075442,,-0.7084482788381331,
EIB,Eximbank,HOSE,Ngân hàng,2022,,-0.2973706486903005,,-0.6823563399172926,
EIB,Eximbank,HOSE,Ngân hàng,2023,,0.12954661433528003,,-0.6976744684332239,
EIB,Eximbank,HOSE,Ngân hàng,2024,,-0.17025631426393578,,-0.7017071103828749,
ELC,ELCOM,HOSE,Công nghệ Thông tin,2020,1.0886947164172287,-0.5725291260684008,,-0.5426743741787999,-0.6360125632434007
ELC,ELCOM,HOSE,Công nghệ Thông tin,2021,1.9820184083843386,-0.8846896163763901,0.6592388905569551,-0.7092633300478748,-0.10452587907705518
ELC,ELCOM,HOSE,Công nghệ Thông tin,2022,0.41735632629716574,-0.39794559040962374,-0.1020931269417303,-0.6102311741180153,-0.4286996446879378
ELC,ELCOM,HOSE,Công nghệ Thông tin,2023,-0.3473862296530202,0.14492389958456975,-0.030606476610547162,-0.24674848034112168,0.27577984338518136
ELC,ELCOM,HOSE,Công nghệ Thông tin,2024,1.1131950851504715,-0.3553130335165912,-0.24358907503654859,-0.5677885189226213,0.4539547521975038
EVE,Everpia,HOSE,Hàng Tiêu dùng,2020,1.8445062483125516,-0.29447604682354916,,-0.5547232752351712,-0.3927737019887074
EVE,Everpia,HOSE,Hàng Tiêu dùng,2021,0.20967026247737283,-0.5087480535333755,-0.31453118780293116,-0.6160863862091139,-0.24318786258498937
EVE,Everpia,HOSE,Hàng Tiêu dùng,2022,0.13085390279359468,-0.3424628727767545,-0.24419742419460375,-0.5906016794289004,0.07226663752337963
EVE,Everpia,HOSE,Hàng Tiêu dùng,2023,-0.007232055654605792,-0.0272109406942858,-0.3217770048570072,-0.6950951823959598,-0.2338487111533708
EVE,Everpia,HOSE,Hàng Tiêu dùng,2024,-0.03675894517755648,-0.37759451523336185,-0.35900403840892764,-0.737720832783201,-0.5859992466543565
EVF,Tài chính Điện lực,HOSE,Tài chính,2020,,1.817954759549384,,-1.3429606083922718,
EVF,Tài chính Điện lực,HOSE,Tài chính,2021,,2.13275788109717,,-1.3851008791541792,
EVF,Tài chính Điện lực,HOSE,Tài chính,2022,,2.609305376193105,,-1.2554843867377334,
EVF,Tài chính Điện lực,HOSE,Tài chính,2023,,1.1685404008926181,,-1.0166035700351754,
EVF,Tài chính Điện lực,HOSE,Tài chính,2024,,1.6045937773501817,,-1.006343150149135,
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2020,-0.2581936300212051,-0.36027036912205485,,-0.17427614731919255,-0.27605242273176395
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2021,-0.004233761328844954,-0.3703922850774727,1.9044844623069057,0.08325437321220205,-0.6168073031643709
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2022,1.9091296923984145,-0.4269532314091266,0.8156649972261506,0.19514652200031646,-0.33207373536252965
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2023,0.1952912928558359,-0.3060135213627993,1.625628773299992,0.27740443989979274,-0.5676592469366736
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2024,0.09828967754966507,-0.1761566421375127,1.6137313516558267,0.36846687851555415,-0.39259815722118496
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2020,-0.057620537837940904,-0.37537104166504587,,-0.35822053859193553,-0.1634875185937061
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2021,-0.10589572911404238,-0.32699767265411606,-0.18440681729559122,-0.4139210278604558,-0.559351188913938
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2022,-0.15243117247443008,-0.26710164387446755,-0.20176387241523147,-0.4902074314704279,-0.23180189264259407
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2023,-0.09654451591024442,-0.31921303931860723,-0.2599647412137396,-0.5517189371285156,-0.4618767180441951
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2024,0.43012318005400046,-0.4816804963418474,-0.21286614157353628,-0.6356642832812978,-0.45471515540917523
FCN,FECON CORP,HOSE,Công nghiệp,2020,-0.4056698976674628,0.17406554360086943,,0.9875252798655973,-0.21742545261309856
FCN,FECON CORP,HOSE,Công nghiệp,2021,-0.28704866622567143,-0.04581766783838655,-0.29181900129198246,0.9759067111637572,-0.5973248297706232
FCN,FECON CORP,HOSE,Công nghiệp,2022,-0.3959423793621841,-0.7072340577832956,-0.31106876086514673,0.8711699478025647,-0.3378516227155983
FCN,FECON CORP,HOSE,Công nghiệp,2023,-0.35960210946650656,0.15058300492872748,-0.3771751367682627,0.9089126849376236,-0.7942885075019984
FCN,FECON CORP,HOSE,Công nghiệp,2024,-0.5237464380955306,0.03392103319203166,-0.4066271178428436,0.9080843034746795,-0.4299647860529996
FDC,FIDECO,HOSE,Tài chính,2020,-0.4187780976645219,-0.2840840733049727,,-1.0417806139279646,-1.7450367043345059
FDC,FIDECO,HOSE,Tài chính,2021,0.5187320133055463,-0.5704376612173034,,-1.240949005738935,-0.4678929078781126
FDC,FIDECO,HOSE,Tài chính,2022,-0.5627693357709456,-0.4085441933231834,,-1.9521258618221384,-6.581004346224238
FDC,FIDECO,HOSE,Tài chính,2023,-0.2704032348873126,-0.3300965112291327,,-1.711097240698348,-0.47915423370873295
FDC,FIDECO,HOSE,Tài chính,2024,-0.1760350054542467,-0.07231238810302476,,-1.562247015501789,-0.0550849939472983
FIR,Địa ốc First Real,HOSE,Tài chính,2020,-0.08111545376337498,-0.34917437167396903,,-1.3202575456842227,0.18098304054860026
FIR,Địa ốc First Real,HOSE,Tài chính,2021,-0.17744791463795084,-0.4505519202760086,0.10306276261805293,-1.236712295461027,0.2880915417737821
FIR,Địa ốc First Real,HOSE,Tài chính,2022,-0.14601000997529914,-0.24125591919929934,0.1676414909457036,-0.8448237093492338,0.7576930126089559
FIR,Địa ốc First Real,HOSE,Tài chính,2023,-0.20783239952992524,-0.3265820286010117,-0.10053454119340258,-0.9263211420565909,-0.32967469363764546
FIR,Địa ốc First Real,HOSE,Tài chính,2024,-0.17068621281135402,-0.38375559514278584,-0.2464557324176742,-1.2104756512628443,-0.23717108745396032
FIT,Tập đoàn F.I.T,HOSE,Tài chính,2020,0.839763701551523,-0.40720789930162926,,0.09374363678727296,-0.8243779775252148
FIT,Tập đoàn F.I.T,HOSE,Tài chính,2021,0.30942774132293077,-0.567036054236009,-0.1234606502688287,0.018789819996984335,-0.15557954630006435
FIT,Tập đoàn F.I.T,HOSE,Tài chính,2022,0.6061900657932022,-0.4432280237760657,-0.0036786751668536344,0.20029323659069007,-0.21174930610688902
FIT,Tập đoàn F.I.T,HOSE,Dược phẩm và Y tế,2023,0.09865246165084751,-1.1661719863042224,-0.9954990736845983,1.2868424983224436,-1.7416594249402042
FIT,Tập đoàn F.I.T,HOSE,Dược phẩm và Y tế,2024,0.23477482242176828,-0.055894614030804424,-0.887272518872076,1.4261291442311959,-0.6726766005292647
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2020,-3.67131146607839e-05,-0.3168049895302383,,0.12931055582679424,0.5758309102294091
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2021,0.2530489488277213,-0.49568130411981326,0.42204490900158237,0.3127663158880825,0.34856653411947325
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2022,0.22753371203822179,-0.4267666736789679,0.7250479552318425,0.2879794163554287,0.333896504664796
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2023,-0.11601525883162034,-0.022049684474283668,0.13213545273383037,0.29339149599928044,0.30259761412163094
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2024,-0.05820754110554899,-0.1515260475153817,0.5727754931524431,0.401228948632102,0.4107673970748067
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2020,-0.9347504362172626,-0.2930237643961355,,2.1421076599943083,2.086061065351736
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2021,-0.8179868496236832,-0.1813517751053178,-0.28466372898891307,2.0731296584966654,2.2596839795958146
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2022,-0.5346878079059298,0.3242127862638521,-0.3327047731921028,2.0158226885176256,0.19539242244008884
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2023,-0.3791401248567832,0.4016115180579724,0.15785793467500125,1.7669161637018442,1.6010350856740996
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2024,-0.4492591924813789,-0.13793298577398103,-0.022735493432298526,2.0492759611012357,2.2648253486423613
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2020,-0.49055720282497234,0.36136410050166745,,0.9633883883683176,-0.013246667773958757
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2021,-0.4988452393319683,-0.021729317371358723,0.6003357126988064,1.2042461894670877,0.16265153236363655
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2022,-0.56484506460822,0.959548459444985,0.40819486404197847,1.1752741230283865,-0.14319760102236048
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2023,-0.5262201983810796,0.8283687695623829,0.46009248782186296,1.181924825304153,-1.205039149992226
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2024,-0.4216521515769007,1.5870412917318213,0.7053206155164229,1.2180416987297529,-0.16025929563907135
FTS,Chứng khoán FPT,HOSE,Tài chính,2020,-0.28583312451485465,-0.3280030098484188,,-0.37804031143810324,0.2148222923386021
FTS,Chứng khoán FPT,HOSE,Tài chính,2021,-0.31526678259139346,0.1444666177655915,,0.220150509368642,0.8786993693674877
FTS,Chứng khoán FPT,HOSE,Tài chính,2022,-0.3812402141770184,-0.3219660921818931,,-0.12403981182523419,0.46817441219751793
FTS,Chứng khoán FPT,HOSE,Tài chính,2023,-0.20307995275657084,-0.14963178962539098,,0.1301869346195723,0.48308942320547715
FTS,Chứng khoán FPT,HOSE,Tài chính,2024,-0.19299958183767152,-0.10729448887586945,,0.18226709584675416,0.3352108867370758
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2020,0.4578325164625177,-0.4285045041197939,,2.3594389319922575,0.4652282209536116
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2021,0.1777285407245636,-0.511388958166983,-0.021561267413460095,2.4811879662630156,0.0848586419411204
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2022,0.7518340946976177,-0.4406071670776842,0.023084570516752112,2.457247778466824,0.4445053512159926
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2023,0.46293189972029114,-0.28002797567126286,-0.004477786376054005,2.4443520776209615,0.31454962968708905
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2024,0.1204059720910002,-0.38166235769422474,0.028678852050138703,2.435675772525484,0.39236023738958464
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2020,-0.1230564098164113,-0.34887776986415475,,-1.2784760175266898,1.5462569250518998
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2021,-0.16208837108371377,-0.45112927735185654,-0.26944574064642063,-1.4018060412119895,1.2158564738313022
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2022,0.0037128488492085463,-0.417682048511601,-0.19209618573051795,-1.4037011453046655,0.7869642722901196
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2023,-0.13386603479459225,-0.028445856586381796,-0.3093871501064109,-1.468490956100834,0.43865435640993206
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2024,-0.24542136833142367,-0.05019059762800566,-0.3133838276123986,-1.3328232793997326,0.6016940642973042
GEE,Thiết bị điện GELEX,HOSE,Công nghiệp,2023,-0.41387155660497,0.06948479740453366,,1.641678253051401,0.07712587254957075
GEE,Thiết bị điện GELEX,HOSE,Công nghiệp,2024,-0.520257648811989,-0.21894186444576816,0.4971307892969052,1.5212488381592113,0.6928823418550594
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2020,-0.2882223468350022,0.24930011577168776,,0.4801456913926211,-0.0695950931603721
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2021,-0.24968957063964872,0.48873070503300253,-0.4129556554454854,0.5539524407083372,-0.35858249809069226
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2022,-0.5595508440208138,0.5051451731408726,-0.40498956590493906,0.7075252384841719,-0.5960664818829101
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2023,-0.6163200674008802,-2.5145002550057534,-0.4560400259606569,0.6876390739256929,-0.7918203956546178
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2024,-0.3408678027702862,2.910935845397123,-0.4109816281491041,0.7052022457392795,-0.5113375690385138
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2020,-0.4544816659249055,0.3304969724449786,,2.0625348202840135,-0.016612090142608487
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2021,-0.26401321154558066,0.3671855422062983,-0.10677396214356014,2.4259366205623887,-0.28990819669434414
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2022,-0.37985447207781364,0.07373802306208115,-0.0479182970725344,2.371691043329342,-0.16531240337483344
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2023,-0.4020347750972905,0.18995890466687393,0.04400482667068725,2.3452756170197455,-0.44493843560885876
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2024,-0.4428441675717755,-0.016939512002387698,0.044614298096611715,2.1755707383169476,0.025844684885705543
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2020,-0.0519038642036044,-0.06507430403323762,,0.20855958106282751,0.6813863118502604
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2021,-0.15391356613103166,0.043458508227745954,-0.062100431374093976,0.354948054256096,0.49513377930294467
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2022,0.26903614134316484,-0.30362006163408717,-0.24608925068941462,0.1894711202037457,0.2821184617628723
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2023,0.6969482149632485,-0.03275589460260647,-0.5718772644955686,-0.2922324085511363,-0.2469384491438454
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2024,0.43978349440386816,-0.17503983966849998,-0.6482750431074786,-0.41097647079776517,-0.2460361650407635
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2020,0.6923994603077629,-0.2349941467418034,,-0.39349909343840717,-0.33039855518626865
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2021,1.58451254476784,-0.6080110277336055,1.201085463380568,-0.7001638995496531,-0.27290359647906687
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2022,2.53324670901987,-0.48367396754832026,-0.4808364860719849,-1.409679854196606,-1.4767502074233574
GMD,Gemadept,HOSE,Công nghiệp,2020,-0.5057669997422901,-0.35621658749814267,,1.0693357655525526,-0.08155767166825319
GMD,Gemadept,HOSE,Công nghiệp,2021,-0.2714086932431525,-0.2866547043210328,-0.24450164497747667,1.0840735566057416,0.014069601444533208
GMD,Gemadept,HOSE,Công nghiệp,2022,-0.24032626040690588,-0.22670597378527432,-0.24560314541867923,1.1534131474738363,0.20273313810166801
GMD,Gemadept,HOSE,Công nghiệp,2023,-0.03033496872775863,-0.31795628560996453,-0.30372519743701415,1.1703419702760351,2.2921069813161163
GMD,Gemadept,HOSE,Công nghiệp,2024,0.7618946393988599,-0.437131613708409,-0.33493965841494444,1.2326314946496386,0.29751954633952726
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2020,5.915693746945705,-0.5282043845112127,,-1.4219667207416067,-0.10599959514849318
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2021,1.4794011502376072,-0.498578470403839,0.48797980185538153,-1.320544425719157,0.5030518381058958
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2022,0.6342629435846295,-0.41357303068797246,0.029310877929286848,-1.4704775910277832,0.33886037291888044
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2023,1.9742331454764181,-0.46264630396118755,-0.0017072177624312679,-1.5159836248641432,0.08414349452602908
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2024,2.7928119140572867,-0.5424338297578759,-0.19103913641007886,-1.543449432033234,-0.2529568691578726
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2020,-0.19058233832511015,-0.21594782173390353,,-0.015434366411592154,0.14015302871648996
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2021,-0.1345500302000166,-0.08593727605091527,0.28774010607309586,0.08042347897228377,-0.18784061897968787
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2022,-0.2576068838469699,-0.09042888625923567,0.2982916132667768,0.10492994386762496,-0.01186627707000229
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2023,-0.24477255705106996,-0.060168921091467355,0.24302627122380868,0.11196212739148904,-0.0005695786740552525
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2024,-0.37777318146628086,-0.156860049913134,0.4755574914888134,0.16010947143051268,0.0709472490049944
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2020,-0.20592072490087499,2.5754165891224687,,-0.7758606778495873,-0.08753012491997691
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2021,-0.28374506246183945,0.7795727934613284,0.026409536993964373,-0.8589417502226606,-0.4971692515113369
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2022,-0.24285005679960447,-0.09972233006558534,0.4620606447361404,-1.0763275923835383,-0.054263749355508616
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2023,-0.3509551676983261,0.05677400544413311,0.25980424131512675,-1.3038043994979902,0.07114793275969869
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2024,-0.34173420666014515,0.6178125569846493,-0.0626119558358352,-1.241137006622981,-0.16673791757536902
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2020,-0.02935303468554946,-0.20779637570014212,,2.236026059411104,0.39931353353705257
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2021,-0.0026419901347702426,-0.3121021010878913,-0.32093715726629385,2.0762732648614124,0.21586678074535207
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2022,-0.12352763592744238,-0.2919185661038823,-0.38325272756583517,2.060895411789941,0.38487223743312
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2023,0.08756992096264031,-0.2013388778116274,-0.18906970510516796,2.0719523802617985,0.4195923258889451
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2024,-0.07323232428498237,-0.33817922155702784,-0.26556901503056374,2.0060989326937873,0.15883587281860126
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2020,-0.7881389170758455,0.355186201399899,,1.1396115308627004,-3.7728009361507104
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2021,-0.298736106213882,1.039862338512651,0.4920433487200199,0.6986102213426133,-0.6106508980572114
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2022,-0.49396913705139717,1.046803752136423,-1.8927828110926823,0.9642952698098015,0.30207138766081765
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2023,-0.48994875275167127,0.09573130210219162,-0.29618785987591256,1.0667239519956289,0.830026342683733
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2024,-0.38053473558600187,0.231336739721805,-0.8641868641964272,0.9879680484262474,0.30878691896894134
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2020,0.09972781054051504,-0.33490266201202945,,0.2342129219716228,0.10888049573277979
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2021,0.03887735225555309,-0.21072730004460255,-0.16698410083907675,0.4787971726477945,1.2690618454086249
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2022,-0.09528552599961655,-0.19855901861303057,-0.1736158774890242,0.7385355796617973,0.9738602306143882
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2023,-0.27013518425250466,-0.19188899497636602,-0.237486693667677,0.7034293081711811,0.23227377678390027
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2024,-0.128189076684982,-0.21877200233165384,-0.02409326840911652,0.8514251684260306,0.4808287247687097
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2020,0.3121383774803098,-0.42607465950358625,,-0.7742187842880288,-0.08410518911501326
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2021,0.2633846570954618,-0.5159305553332176,-0.34942128400392536,-0.6731398866301584,-0.3119773433139804
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2022,0.8510091001948528,-0.47640407465430124,-0.4916984925866683,-0.5518276310432774,-0.22731235967359234
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2023,1.1849925282660922,-0.2956258303746806,-0.42714070722803876,-0.7773766186584488,-0.031029393813673593
