Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Composite_Score
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,2023,0.6625093170532711,-0.3756827470322915,-0.0928918827107037,-1.8700667368742687,3.243820744620869,0.3135377390113752
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,2024,0.5692142819969316,-0.4397105477661682,-0.1004467379987012,-1.874139436398634,2.2450989771484005,0.08000330739636574
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2021,1.69489315453576,-0.2767114426509532,-0.2880343552593392,-1.505069264754431,1.2830434479686152,0.18162430796793036
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2022,1.7203654050068604,-0.2313901054264614,-0.1119781774072601,-0.9806827916400408,1.5681536178994275,0.3928935896865052
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2023,1.238211951245778,-0.2391606708030348,-0.1423603678114083,-0.9256888615431834,2.196935417050484,0.42558749362772713
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2024,0.0350998951479302,-0.1976533409071123,-0.0860976190390263,-0.9650047569171863,1.596624256929103,0.07659368704274164
DTA,BĐS Đệ Tam,HOSE,Tài chính,2021,-0.4764964709672581,0.389605141039671,-0.1869391762379849,-1.4583849740603254,-0.3515818675136315,-0.41675946954790577
DTA,BĐS Đệ Tam,HOSE,Tài chính,2022,-0.5859747468263908,0.8976335203535727,-0.1331220165773995,-1.336431305958789,-0.1028643043778308,-0.25215177067736744
DTA,BĐS Đệ Tam,HOSE,Tài chính,2023,-0.2764782118716296,0.2574913651297928,-0.1458242162599233,-1.2743503777364076,-0.458714607162263,-0.3795752095800861
DTA,BĐS Đệ Tam,HOSE,Tài chính,2024,-0.236711113805873,-0.044560263699193,0.1002208633820479,-1.252635309411117,-0.0811531325266372,-0.30296779121215445
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2021,-0.3679597991376258,-0.1823793922571728,-0.1044113365656824,-0.0827993665748692,-0.6053531332472568,-0.2685806055565214
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2022,-0.3428852881666949,0.139127205215525,-0.3514284949913502,-0.0497209862573792,-0.909331209579503,-0.30284775475588044
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2023,-0.4937967052901618,0.1300286251010336,-0.1379592775123552,0.006790735571632,-1.1719875160906363,-0.33338482764409755
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,2024,-0.4229870793711215,-1.006579596085294,-0.1583454950145981,0.0062720414098308,-0.4504384975910434,-0.4064157253304453
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2021,0.0609057496986143,-0.4326130744137136,-0.1126947814686627,-1.5892399531187864,-0.7658397072762083,-0.5678963533157513
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2022,-0.0112810450912041,-0.3754168306500576,-0.0738582675400582,-1.667200695839577,0.0976957418690027,-0.4060122194503789
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2023,0.0713989006237389,-0.2290527813240217,-0.0902338252347433,-1.663584696070251,0.2004929895575199,-0.34219588248955146
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,2024,0.0084940739443044,-0.3723581543992535,-0.0701357456339377,-1.5158151268181577,0.1413131979673593,-0.361700350987937
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2021,0.5818147601407012,-0.4792744201912867,-0.1022161547018462,-0.1765552123969272,1.0379467834024043,0.1723431512506091
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2022,0.8846657762670321,-0.416646615894039,-0.1849975989518062,-0.2781530827451269,0.7122707109768828,0.14342783793058858
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2023,0.0581776659216787,-0.4029413960059209,-0.0612028313891203,-0.2332126236032565,2.182589256033165,0.30868201419130925
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,2024,1.0026677750936328,-0.5210353948747276,-0.1014105512180751,-0.1802514937940237,0.8955716585715369,0.21910839875566865
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2021,-0.2246024941318053,-0.2031159560590624,0.108326841326005,1.1803193159974272,0.0127289759244973,0.17473133661141235
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2022,-0.2705438300619835,-0.6821904627640216,-0.1434826904257677,1.0127160744574517,-0.0607622480611894,-0.028852631371102132
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2023,-0.2003837728144091,-0.2439753237930996,-0.2615184596822536,0.906069195453425,-0.410718461839137,-0.04210536453509487
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2024,-0.1297313584898875,-0.4974195808238112,-0.0827485628813127,0.9036350948555012,0.0063192558313054,0.04001096969835904
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2021,-0.0634436460691513,-0.3047545026803197,-0.0003469800256598,0.7143638252900313,0.0487258990273067,0.07890891910844142
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2022,-0.1936453866312492,-0.1448943722745064,-0.0305006021313926,0.7168994568433724,0.1274005371509037,0.09505192659142558
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2023,-0.1821647288396146,-0.286503238994049,-0.2677678330899269,0.5355610666953695,-0.6748845017116002,-0.17515184718796423
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2024,-0.1339769128098372,-0.1612349757879904,-0.0981287211042663,0.5125837174869421,0.0126076689296341,0.02637015534289646
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2021,0.2958564668272611,-0.4333172560698022,0.1654706963935246,-1.4509086529415125,-0.7083406314371476,-0.42624787544553533
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2022,0.1099063198987193,-0.308144757179388,0.1622592203250423,-1.4784914291984026,-0.3789128290032734,-0.3786766950314605
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2023,0.0443638493481814,-0.3671701809343971,0.1467983771219513,-1.539710228368936,-1.3474126169649772,-0.6126261599596354
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,2024,0.2008141565109952,-0.4502691482180915,0.1385351053945642,-1.4942076291961772,-0.7909081172414504,-0.47920712655003195
ELC,ELCOM,HOSE,Công nghệ Thông tin,2021,1.9820184083843384,-0.8846896163763901,0.6592388905569551,-0.7092633300478748,-0.1045258790770551,0.18855569468799466
ELC,ELCOM,HOSE,Công nghệ Thông tin,2022,0.4173563262971657,-0.3979455904096237,-0.1020931269417303,-0.6102311741180153,-0.4286996446879378,-0.22432264197202828
ELC,ELCOM,HOSE,Công nghệ Thông tin,2023,-0.3473862296530202,0.1449238995845697,-0.0306064766105471,-0.2467484803411216,0.2757798433851813,-0.04080748872698757
ELC,ELCOM,HOSE,Công nghệ Thông tin,2024,1.1131950851504715,-0.3553130335165912,-0.2435890750365485,-0.5677885189226213,0.4539547521975038,0.08009184197444286
EVE,Everpia,HOSE,Hàng Tiêu dùng,2021,0.2096702624773728,-0.5087480535333755,-0.3145311878029311,-0.6160863862091139,-0.2431878625849893,-0.2945766455306074
EVE,Everpia,HOSE,Hàng Tiêu dùng,2022,0.1308539027935946,-0.3424628727767545,-0.2441974241946037,-0.5906016794289004,0.0722666375233796,-0.19482828721665685
EVE,Everpia,HOSE,Hàng Tiêu dùng,2023,-0.0072320556546057,-0.0272109406942858,-0.3217770048570072,-0.6950951823959598,-0.2338487111533708,-0.25703277895104587
EVE,Everpia,HOSE,Hàng Tiêu dùng,2024,-0.0367589451775564,-0.3775945152333618,-0.3590040384089276,-0.737720832783201,-0.5859992466543565,-0.41941551565148066
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2021,-0.0042337613288449,-0.3703922850774727,1.9044844623069055,0.083254373212202,-0.6168073031643709,0.1992610971896838
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2022,1.9091296923984145,-0.4269532314091266,0.8156649972261506,0.1951465220003164,-0.3320737353625296,0.43218284897064513
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2023,0.1952912928558359,-0.3060135213627993,1.625628773299992,0.2774044398997927,-0.5676592469366736,0.2449303475512295
EVG,Tập đoàn Everland,HOSE,Công nghiệp,2024,0.098289677549665,-0.1761566421375127,1.6137313516558267,0.3684668785155541,-0.3925981572211849,0.3023466216724696
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2021,-0.1058957291140423,-0.326997672654116,-0.1844068172955912,-0.4139210278604558,-0.559351188913938,-0.31811448716762863
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2022,-0.15243117247443,-0.2671016438744675,-0.2017638724152314,-0.4902074314704279,-0.231801892642594,-0.26866120257543014
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2023,-0.0965445159102444,-0.3192130393186072,-0.2599647412137396,-0.5517189371285156,-0.4618767180441951,-0.33786359032306035
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2024,0.4301231800540004,-0.4816804963418474,-0.2128661415735362,-0.6356642832812978,-0.4547151554091752,-0.2709605793103712
FCN,FECON CORP,HOSE,Công nghiệp,2021,-0.2870486662256714,-0.0458176678383865,-0.2918190012919824,0.9759067111637572,-0.5973248297706232,-0.04922069079258125
FCN,FECON CORP,HOSE,Công nghiệp,2022,-0.3959423793621841,-0.7072340577832956,-0.3110687608651467,0.8711699478025647,-0.3378516227155983,-0.176185374584732
FCN,FECON CORP,HOSE,Công nghiệp,2023,-0.3596021094665065,0.1505830049287274,-0.3771751367682627,0.9089126849376236,-0.7942885075019984,-0.09431401277408333
FCN,FECON CORP,HOSE,Công nghiệp,2024,-0.5237464380955306,0.0339210331920316,-0.4066271178428436,0.9080843034746796,-0.4299647860529996,-0.08366660106493251
FIR,Địa ốc First Real,HOSE,Tài chính,2021,-0.1774479146379508,-0.4505519202760086,0.1030627626180529,-1.236712295461027,0.2880915417737821,-0.2947115651966303
FIR,Địa ốc First Real,HOSE,Tài chính,2022,-0.1460100099752991,-0.2412559191992993,0.1676414909457036,-0.8448237093492338,0.7576930126089559,-0.061351026993834545
FIR,Địa ốc First Real,HOSE,Tài chính,2023,-0.2078323995299252,-0.3265820286010117,-0.1005345411934025,-0.9263211420565908,-0.3296746936376454,-0.37818896100371513
FIR,Địa ốc First Real,HOSE,Tài chính,2024,-0.170686212811354,-0.3837555951427858,-0.2464557324176742,-1.2104756512628445,-0.2371710874539603,-0.4497088558177237
FIT,Tập đoàn F.I.T,HOSE,Tài chính,2021,0.3094277413229307,-0.567036054236009,-0.1234606502688287,0.0187898199969843,-0.1555795463000643,-0.10357173789699739
FIT,Tập đoàn F.I.T,HOSE,Tài chính,2022,0.6061900657932022,-0.4432280237760657,-0.0036786751668536,0.20029323659069,-0.211749306106889,0.029565459466816796
FIT,Tập đoàn F.I.T,HOSE,Dược phẩm và Y tế,2023,0.0986524616508475,-1.1661719863042224,-0.9954990736845984,1.2868424983224436,-1.7416594249402042,-0.5035671049911468
FIT,Tập đoàn F.I.T,HOSE,Dược phẩm và Y tế,2024,0.2347748224217682,-0.0558946140308044,-0.887272518872076,1.426129144231196,-0.6726766005292647,0.009012046644163819
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2021,0.2530489488277213,-0.4956813041198132,0.4220449090015823,0.3127663158880825,0.3485665341194732,0.16814908074340923
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2022,0.2275337120382217,-0.4267666736789679,0.7250479552318425,0.2879794163554287,0.333896504664796,0.2295381829222642
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2023,-0.1160152588316203,-0.0220496844742836,0.1321354527338303,0.2933914959992804,0.3025976141216309,0.11801192390976753
FMC,Thực phẩm Sao Ta,HOSE,Hàng Tiêu dùng,2024,-0.0582075411055489,-0.1515260475153817,0.5727754931524431,0.401228948632102,0.4107673970748067,0.23500765004768426
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2021,-0.8179868496236832,-0.1813517751053178,-0.284663728988913,2.0731296584966654,2.2596839795958146,0.6097622568749131
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2022,-0.5346878079059298,0.3242127862638521,-0.3327047731921028,2.0158226885176256,0.1953924224400888,0.33360706322470673
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2023,-0.3791401248567832,0.4016115180579724,0.1578579346750012,1.7669161637018442,1.6010350856740996,0.7096561154504268
FPT,FPT Corp,HOSE,Công nghệ Thông tin,2024,-0.4492591924813789,-0.137932985773981,-0.0227354934322985,2.049275961101236,2.2648253486423613,0.7408347276111877
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2021,-0.4988452393319683,-0.0217293173713587,0.6003357126988064,1.2042461894670875,0.1626515323636365,0.2893317755652407
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2022,-0.56484506460822,0.959548459444985,0.4081948640419784,1.1752741230283863,-0.1431976010223604,0.3669949561769539
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2023,-0.5262201983810796,0.8283687695623829,0.4600924878218629,1.181924825304153,-1.205039149992226,0.14782534686301868
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2024,-0.4216521515769007,1.5870412917318213,0.7053206155164229,1.2180416987297529,-0.1602592956390713,0.585698431752405
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2021,0.1777285407245636,-0.511388958166983,-0.02156126741346,2.481187966263016,0.0848586419411204,0.44216498466965143
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2022,0.7518340946976177,-0.4406071670776842,0.0230845705167521,2.457247778466824,0.4445053512159926,0.6472129255639005
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2023,0.4629318997202911,-0.2800279756712628,-0.004477786376054,2.444352077620961,0.314549629687089,0.587465568996205
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2024,0.1204059720910002,-0.3816623576942247,0.0286788520501387,2.435675772525484,0.3923602373895846,0.5190916952723965
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2021,-0.1620883710837137,-0.4511292773518565,-0.2694457406464206,-1.4018060412119897,1.2158564738313022,-0.21372259129253565
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2022,0.0037128488492085,-0.417682048511601,-0.1920961857305179,-1.4037011453046655,0.7869642722901196,-0.2445604516814913
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2023,-0.1338660347945922,-0.0284458565863817,-0.3093871501064109,-1.468490956100834,0.438654356409932,-0.3003071282356573
GDT,Gỗ Đức Thành,HOSE,Hàng Tiêu dùng,2024,-0.2454213683314236,-0.0501905976280056,-0.3133838276123986,-1.3328232793997326,0.6016940642973042,-0.2680250017348512
GEE,Thiết bị điện GELEX,HOSE,Công nghiệp,2024,-0.520257648811989,-0.2189418644457681,0.4971307892969052,1.5212488381592113,0.6928823418550594,0.3944124912106838
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2021,-0.2496895706396487,0.4887307050330025,-0.4129556554454854,0.5539524407083372,-0.3585824980906922,0.004291084313102667
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2022,-0.5595508440208138,0.5051451731408726,-0.404989565904939,0.7075252384841719,-0.5960664818829101,-0.06958729603672367
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2023,-0.6163200674008802,-2.5145002550057534,-0.4560400259606569,0.6876390739256929,-0.7918203956546178,-0.7382083340192431
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2024,-0.3408678027702862,2.910935845397123,-0.4109816281491041,0.7052022457392795,-0.5113375690385138,0.47059021823569963
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2021,-0.2640132115455806,0.3671855422062983,-0.1067739621435601,2.4259366205623887,-0.2899081966943441,0.4264853584770405
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2022,-0.3798544720778136,0.0737380230620811,-0.0479182970725344,2.371691043329342,-0.1653124033748334,0.3704687787732483
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2023,-0.4020347750972905,0.1899589046668739,0.0440048266706872,2.345275617019745,-0.4449384356088587,0.34645322753023133
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2024,-0.4428441675717755,-0.0169395120023876,0.0446142980966117,2.175570738316948,0.0258446848857055,0.3572492083450204
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2021,-0.1539135661310316,0.0434585082277459,-0.0621004313740939,0.354948054256096,0.4951337793029446,0.1355052688563322
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2022,0.2690361413431648,-0.3036200616340871,-0.2460892506894146,0.1894711202037457,0.2821184617628723,0.03818328219725621
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2023,0.6969482149632485,-0.0327558946026064,-0.5718772644955686,-0.2922324085511363,-0.2469384491438454,-0.08937116036598165
GIL,XNK Bình Thạnh,HOSE,Hàng Tiêu dùng,2024,0.4397834944038681,-0.1750398396684999,-0.6482750431074786,-0.4109764707977651,-0.2460361650407635,-0.2081088048421278
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2021,1.58451254476784,-0.6080110277336055,1.201085463380568,-0.7001638995496531,-0.2729035964790668,0.24090389687721653
GMC,Garmex Sài Gòn,HOSE,Hàng Tiêu dùng,2022,2.53324670901987,-0.4836739675483202,-0.4808364860719849,-1.409679854196606,-1.4767502074233574,-0.2635387612440797
GMD,Gemadept,HOSE,Công nghiệp,2021,-0.2714086932431525,-0.2866547043210328,-0.2445016449774766,1.0840735566057416,0.0140696014445332,0.05911562310172256
GMD,Gemadept,HOSE,Công nghiệp,2022,-0.2403262604069058,-0.2267059737852743,-0.2456031454186792,1.1534131474738365,0.202733138101668,0.12870218119292903
GMD,Gemadept,HOSE,Công nghiệp,2023,-0.0303349687277586,-0.3179562856099645,-0.3037251974370141,1.1703419702760351,2.2921069813161163,0.5620864999634829
GMD,Gemadept,HOSE,Công nghiệp,2024,0.7618946393988599,-0.437131613708409,-0.3349396584149444,1.2326314946496386,0.2975195463395272,0.3039948816529345
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2021,1.4794011502376072,-0.498578470403839,0.4879798018553815,-1.320544425719157,0.5030518381058958,0.1302619788151777
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2022,0.6342629435846295,-0.4135730306879724,0.0293108779292868,-1.4704775910277832,0.3388603729188804,-0.17632328545659176
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2023,1.974233145476418,-0.4626463039611875,-0.0017072177624312,-1.5159836248641432,0.084143494526029,0.01560789868293704
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2024,2.7928119140572867,-0.5424338297578759,-0.1910391364100788,-1.543449432033234,-0.2529568691578726,0.05258652933964506
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2021,-0.1345500302000166,-0.0859372760509152,0.2877401060730958,0.0804234789722837,-0.1878406189796878,-0.008032868037048013
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2022,-0.2576068838469699,-0.0904288862592356,0.2982916132667768,0.1049299438676249,-0.0118662770700022,0.008663901991638794
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2023,-0.2447725570510699,-0.0601689210914673,0.2430262712238086,0.111962127391489,-0.0005695786740552,0.009895468359741042
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2024,-0.3777731814662808,-0.156860049913134,0.4755574914888134,0.1601094714305126,0.0709472490049944,0.03439619610898113
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2021,-0.2837450624618394,0.7795727934613284,0.0264095369939643,-0.8589417502226606,-0.4971692515113369,-0.16677474674810883
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2022,-0.2428500567996044,-0.0997223300655853,0.4620606447361404,-1.0763275923835385,-0.0542637493555086,-0.2022206167736193
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2023,-0.3509551676983261,0.0567740054441331,0.2598042413151267,-1.3038043994979902,0.0711479327596986,-0.2534066775354716
GTA,Gỗ Thuận An,HOSE,Nguyên vật liệu,2024,-0.3417342066601451,0.6178125569846493,-0.0626119558358352,-1.241137006622981,-0.166737917575369,-0.2388817059419362
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2021,-0.0026419901347702,-0.3121021010878913,-0.3209371572662938,2.0762732648614124,0.215866780745352,0.3312917594235618
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2022,-0.1235276359274423,-0.2919185661038823,-0.3832527275658351,2.060895411789941,0.38487223743312,0.3294137439251803
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2023,0.0875699209626403,-0.2013388778116274,-0.1890697051051679,2.0719523802617985,0.4195923258889451,0.43774120883931766
GVR,Tập đoàn CN Cao su VN,HOSE,Nguyên vật liệu,2024,-0.0732323242849823,-0.3381792215570278,-0.2655690150305637,2.0060989326937877,0.1588358728186012,0.297590848927963
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2021,-0.298736106213882,1.039862338512651,0.4920433487200199,0.6986102213426133,-0.6106508980572114,0.2642257808608382
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2022,-0.4939691370513971,1.046803752136423,-1.8927828110926823,0.9642952698098016,0.3020713876608176,-0.01471630770740745
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2023,-0.4899487527516712,0.0957313021021916,-0.2961878598759125,1.0667239519956289,0.830026342683733,0.24126899683079395
HAG,Hoàng Anh Gia Lai,HOSE,Hàng Tiêu dùng,2024,-0.3805347355860018,0.231336739721805,-0.8641868641964272,0.9879680484262474,0.3087869189689413,0.056674021466912916
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2021,0.038877352255553,-0.2107273000446025,-0.1669841008390767,0.4787971726477945,1.2690618454086249,0.28180499388565866
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2022,-0.0952855259996165,-0.1985590186130305,-0.1736158774890242,0.7385355796617973,0.9738602306143882,0.24898707763490285
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2023,-0.2701351842525046,-0.191888994976366,-0.237486693667677,0.7034293081711811,0.2322737767839002,0.04723844241170675
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2024,-0.128189076684982,-0.2187720023316538,-0.0240932684091165,0.8514251684260306,0.4808287247687097,0.19223990915379757
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2021,0.2633846570954618,-0.5159305553332176,-0.3494212840039253,-0.6731398866301584,-0.3119773433139804,-0.31741688243716404
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2022,0.8510091001948528,-0.4764040746543012,-0.4916984925866683,-0.5518276310432774,-0.2273123596735923,-0.17924669155259726
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2023,1.1849925282660922,-0.2956258303746806,-0.4271407072280387,-0.7773766186584488,-0.0310293938136735,-0.06923600436174986
HAP,Tập đoàn Hapaco,HOSE,Nguyên vật liệu,2024,-0.0361391575269193,-0.4310350557639169,-0.3938276718576661,-0.590920466798639,-0.3752554408386086,-0.36543555855715
HAS,Hacisco,HOSE,Công nghiệp,2021,-0.1269819619878771,-0.2933107598082748,-0.0252546770848963,-1.2784181074319103,-0.5234236720993602,-0.44947783568246374
HAS,Hacisco,HOSE,Công nghiệp,2022,-0.2516608165525034,-0.1153550820560792,-0.2184187639527485,-1.447299153045066,-0.3663860376225,-0.4798239706457794
HAS,Hacisco,HOSE,Công nghiệp,2023,-0.2140345713265115,-0.2451947714968786,-0.2712363065134801,-1.4804281591587074,-0.6835267008520477,-0.578884101869525
HAS,Hacisco,HOSE,Công nghiệp,2024,-0.0931900075186231,-0.4318295230518483,-0.3601945745603162,-1.6396546760683612,-0.8848045325365819,-0.6819346627471461
HAX,Ô tô Hàng Xanh,HOSE,Hàng Tiêu dùng,2021,-0.2791624021024951,-0.2526900260340876,1.5524875830188762,0.0583606920095507,0.6649278582674567,0.3487847410318602
HAX,Ô tô Hàng Xanh,HOSE,Hàng Tiêu dùng,2022,-0.4562979359942782,0.2739230985379993,0.8525607527873916,0.293083280436699,0.4021233419261876,0.27307850753879986
HAX,Ô tô Hàng Xanh,HOSE,Hàng Tiêu dùng,2023,-0.4182500648054921,0.0011702972728446,0.8443555573603906,0.0140865473610603,-0.2389445977812139,0.0404835478815179
HAX,Ô tô Hàng Xanh,HOSE,Hàng Tiêu dùng,2024,-0.2693836032541072,-0.1021646207430964,0.8319776019568156,0.1613077773378439,0.2078094806762955,0.16590932719475027
HBC,Tập đoàn Xây dựng Hòa Bình,HOSE,Công nghiệp,2021,-0.303315451280768,0.3402873474435692,-0.2121767469144207,1.645733715837653,-0.6186718504034915,0.1703714029365084
HBC,Tập đoàn Xây dựng Hòa Bình,HOSE,Công nghiệp,2022,-0.4535915630979586,3.266603424521004,-0.1253258952762836,1.6509922436031574,-3.880475114520621,0.09164061904585967
HCD,SX và Thương mại HCD,HOSE,Nguyên vật liệu,2021,-0.1101205620470967,-0.3337161318669089,-0.0967740292908207,-0.697081913130724,-0.0410226004819899,-0.255743047363508
HCD,SX và Thương mại HCD,HOSE,Nguyên vật liệu,2022,-0.2894665596591019,-0.1180089938992952,-0.2727506891451202,-0.6977482319773367,0.1389090252781954,-0.2478130898805317
HCD,SX và Thương mại HCD,HOSE,Nguyên vật liệu,2023,-0.310730786204884,-0.1192572042016203,-0.0697270661280373,-0.5883817269176863,0.3775218619409584,-0.14211498430225392
HCD,SX và Thương mại HCD,HOSE,Nguyên vật liệu,2024,-0.2493409869726577,-0.1986301023285742,-0.1209947949842227,-0.5705670989524079,-0.079493688224072,-0.24380533429238688
HDC,Phát triển Nhà BR-VT,HOSE,Tài chính,2021,-0.5289976569149466,-0.0833152380925195,0.108730000099835,-0.1189596485349346,0.3525730909442847,-0.053993890499656194
HDC,Phát triển Nhà BR-VT,HOSE,Tài chính,2022,-0.4294149298962619,-0.0621112909782318,0.0417400965881435,-0.070444726111439,1.1375711649992366,0.12346806292028947
HDC,Phát triển Nhà BR-VT,HOSE,Tài chính,2023,-0.2525473588802869,-0.0478178223672136,-0.2397819190220026,-0.1496434816430938,0.0233666698216431,-0.13328478241819075
HDC,Phát triển Nhà BR-VT,HOSE,Tài chính,2024,-0.2147446461465881,2.175125873336672,-0.1769618533215609,-0.2354619252182774,-0.0042970163160988,0.30873208646682937
HDG,Tập đoàn Hà Đô,HOSE,Tài chính,2021,-0.5943245164321708,0.0668337353954828,-0.0657033710270126,0.6931047377553843,0.5511402002572231,0.13021015718978135
HDG,Tập đoàn Hà Đô,HOSE,Tài chính,2022,-0.348139998705065,-0.0934626052046472,-0.0466162429245889,0.6461695457047651,1.0571840389763068,0.24302694756935414
HDG,Tập đoàn Hà Đô,HOSE,Tài chính,2023,-0.2090267093620701,-0.2424019866283369,-0.0964569890598518,0.6068778594471389,0.5001864197946027,0.11183571883829654
HDG,Tập đoàn Hà Đô,HOSE,Tài chính,2024,-0.1427061810423891,-0.2965453305167238,0.0010620031488472,0.5188854438036727,0.2703818326111564,0.07021555360091268
