Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Composite_Score,cluster_raw,cluster
CCI,CIDICO,HOSE,Tiện ích Cộng đồng,2022,3.7739152410159273,0.4328241469975675,0.1862860315135154,-0.8033512231175568,-0.6871807468043278,0.5804986899210252,2,2
CHP,Thủy điện Miền Trung,HOSE,Tiện ích Cộng đồng,2022,-0.1525890349272784,-0.3114364214848909,-0.4681059659381001,-0.0551247786086031,0.9033074769040836,-0.0167897448109577,0,0
CLW,Cấp nước Chợ Lớn,HOSE,Tiện ích Cộng đồng,2022,-0.449695511630128,-0.1036329898808084,0.4085646596317753,-0.6437382680212901,-0.5537398172512349,-0.2684483854303372,1,1
CNG,CNG Việt Nam,HOSE,Tiện ích Cộng đồng,2022,-0.071510921335258,-0.0428917763875819,0.6009259722041849,0.0467845016061765,-0.1919474539094626,0.0682720644356117,1,1
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,2022,0.846902456847855,-0.5336298725771682,-0.0636408675120996,-1.8453683698648928,2.936720883598786,0.2681968460984961,0,0
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2022,0.7518340946976177,-0.4406071670776842,0.0230845705167521,2.457247778466824,0.4445053512159926,0.6472129255639005,1,1
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2022,-0.5595508440208138,0.5051451731408726,-0.404989565904939,0.7075252384841719,-0.5960664818829101,-0.0695872960367236,1,1
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2022,-0.2679174627354814,0.3449708934929558,0.4354701128800111,0.2930608285438258,-0.8040264724139679,0.0003115799534687,1,1
NT2,Điện lực Nhơn Trạch 2,HOSE,Tiện ích Cộng đồng,2022,-0.4242474223153734,-0.3196646319339466,-0.0391644570934182,0.8767765868153331,-0.0208403449649119,0.0145719461015365,1,1
PGC,Gas Petrolimex,HOSE,Tiện ích Cộng đồng,2022,-0.6123964037386539,0.4848439708646856,0.2305222373273454,0.2645925214729987,-0.4800364576417458,-0.0224948263430739,1,1
PGD,PV GAS D,HOSE,Tiện ích Cộng đồng,2022,0.0629569468467672,-0.013014536792611,0.8145381833831382,0.7105488331163023,0.0648130165583815,0.3279684886223956,1,1
PGV,Tổng Công ty Phát điện 3,HOSE,Tiện ích Cộng đồng,2022,-0.4502725683647624,0.6728627041441214,-0.1643217171048658,2.144603715790282,-0.5194452057689021,0.3366853857391746,1,1
PMG,ĐT và SX Petro Miền Trung,HOSE,Tiện ích Cộng đồng,2022,-0.6810519622253381,-0.5088560366469763,0.0372954134519032,-0.1052659594253628,-1.255268189735063,-0.5026293469161673,1,1
POW,Điện lực Dầu khí Việt Nam,HOSE,Tiện ích Cộng đồng,2022,-0.2430739422537688,-0.2660067859215455,-0.2078080355465142,1.9307990163113773,-0.626521780854135,0.1174776943470827,1,1
PPC,Nhiệt điện Phả Lại,HOSE,Tiện ích Cộng đồng,2022,0.1824557847544685,-0.5394874600063848,0.0855318921878683,0.6309572842789346,-0.4172228814888123,-0.0115530760547851,1,1
PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,2022,-0.7235443432497681,1.6547589994174734,0.0095796701662964,0.9234235103952904,-1.725844299493638,0.0276747074471308,1,1
S4A,Thủy điện Sê San 4A,HOSE,Tiện ích Cộng đồng,2022,-0.3719306126498074,-0.3307013721955463,-0.9474710217711076,-0.8501193321587357,1.167492717510095,-0.2665459242530204,0,0
SBA,Sông Ba JSC,HOSE,Tiện ích Cộng đồng,2022,-0.3026424082284286,-0.4157430080106056,-0.6132977951524357,-0.6094272156746737,1.0587306415572402,-0.1764759571017806,0,0
SFC,Nhiên liệu Sài Gòn,HOSE,Tiện ích Cộng đồng,2022,0.7425084387743178,-0.4266715417796851,2.629556912335381,-0.8145732503072257,-0.5648405643773702,0.3131959989290835,1,1
SHP,Thủy điện Miền Nam,HOSE,Tiện ích Cộng đồng,2022,0.3734491659106726,-0.5008820099848195,-0.3202530346054946,-0.3837428505667857,0.8421492787716002,0.0021441099050346,0,0
SJD,Thủy điện Cần Đơn,HOSE,Tiện ích Cộng đồng,2022,2.088651739489101,-0.4586888312352484,-0.4830591602392858,-0.6093423586034387,0.1942491780765305,0.1463621134975317,2,2
SMA,Thiết bị Phụ tùng Sài Gòn,HOSE,Tiện ích Cộng đồng,2022,-0.8224979827461656,-0.261328503176227,-0.4026655849347209,-1.5747113473871075,0.05838609346089,-0.6005634649566662,0,0
TBC,Thủy điện Thác Bà,HOSE,Tiện ích Cộng đồng,2022,0.5805060664016309,-0.5277219763159822,-0.3078401151490319,-0.427374078676529,1.3484043461962762,0.1331948484912728,0,0
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2022,-0.6594438862225184,-0.1347192178395826,1.480026847408532,-0.5865979492973101,-0.9301994974522888,-0.1661867406806335,1,1
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2022,-0.5430234967975996,-0.5145829276684583,-0.2782012661644983,-0.4191154116013847,0.2481769403480515,-0.3013492323767779,0,0
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2022,-0.0465824151221241,-0.17239353185896,0.9103314562938044,-0.692278491745176,-0.1490504848988261,-0.0299946934662563,1,1
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2022,0.3665930147166142,-0.4344441875141895,-0.6233237936862756,-0.182571951762929,1.6290546835301558,0.1510615530566751,0,0
VPD,Phát triển Điện lực Việt Nam,HOSE,Tiện ích Cộng đồng,2022,-0.4223888214143916,-0.4505060829125816,-1.4271620449528344,-0.3697791595767564,0.5732477804996104,-0.4193176656713906,0,0
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,HOSE,Tiện ích Cộng đồng,2022,-0.2922256738721676,-0.1672599131490376,-0.3597240407918847,0.6376377138332961,0.7081573786307119,0.1053170929301836,0,0
ASP,Dầu khí An Pha,HOSE,Tiện ích Cộng đồng,2023,-0.6384450806067142,1.2348508232939666,0.3309981836674031,0.2075394223053038,-1.86443310941866,-0.1458979521517401,1,1
BTP,Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,2023,1.4555223313493355,-0.3375231575803576,-0.0988415123807982,-0.4399753159849782,-0.4726485239809101,0.0213067642844582,0,2
BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,2023,-0.4581177758454576,0.2566069988705069,-0.2314356906281018,0.7484625903514219,-0.0299126029639565,0.0571207039568826,1,1
CCI,CIDICO,HOSE,Tiện ích Cộng đồng,2023,3.7526778161890193,0.7239142248778956,0.2174977361849204,-0.8404139337836751,-0.496889287537857,0.6713573111860608,0,2
CHP,Thủy điện Miền Trung,HOSE,Tiện ích Cộng đồng,2023,-0.3655133933121841,-0.1971368093183503,-0.6704289365429585,-0.1638854040312263,0.6542538010159803,-0.1485421484377477,2,0
CLW,Cấp nước Chợ Lớn,HOSE,Tiện ích Cộng đồng,2023,-0.3852793025392773,0.2281332901485188,0.3923904337284555,-0.5847091277401504,0.0343736959807341,-0.0630182020843438,1,1
CNG,CNG Việt Nam,HOSE,Tiện ích Cộng đồng,2023,0.0642899432476609,-0.0466955635589074,0.5550352403008901,-0.0741777271847233,-0.0118021812874301,0.097329942303498,1,1
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,2023,0.6625093170532711,-0.3756827470322915,-0.0928918827107037,-1.8700667368742687,3.243820744620869,0.3135377390113752,2,0
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2023,0.4629318997202911,-0.2800279756712628,-0.004477786376054,2.444352077620961,0.314549629687089,0.587465568996205,1,1
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2023,-0.6163200674008802,-2.5145002550057534,-0.4560400259606569,0.6876390739256929,-0.7918203956546178,-0.7382083340192431,1,1
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2023,-0.6033040724557277,0.5959231152333901,0.3857270520345618,0.3749215112592643,-0.6708895224874377,0.0164756167168101,1,1
NT2,Điện lực Nhơn Trạch 2,HOSE,Tiện ích Cộng đồng,2023,-0.664904866063072,-0.0035402961439727,-0.0998360351827348,0.8180790834791979,-0.3284113086853726,-0.0557226845191908,1,1
PGC,Gas Petrolimex,HOSE,Tiện ích Cộng đồng,2023,-0.623867160386733,0.8530642488704266,0.1895655206094972,0.2284653872211237,-0.4502525093052008,0.0393950974018227,1,1
PGD,PV GAS D,HOSE,Tiện ích Cộng đồng,2023,-0.0222068498403631,0.1699268632601628,0.8508122963803931,0.6507173287133281,-0.074219309640584,0.3150060657745873,1,1
PGV,Tổng Công ty Phát điện 3,HOSE,Tiện ích Cộng đồng,2023,-0.5683066277267433,0.8629807573623469,-0.1469133818395848,2.095633474402552,-0.696038233953626,0.309471197648989,1,1
PMG,ĐT và SX Petro Miền Trung,HOSE,Tiện ích Cộng đồng,2023,-0.7146523086420776,-0.3005825910381682,0.0124939191643724,-0.1008048540528292,-1.2144458144460326,-0.4635983298029471,1,1
POW,Điện lực Dầu khí Việt Nam,HOSE,Tiện ích Cộng đồng,2023,-0.3951231189003099,0.1069363866836608,-0.2181826051685362,2.0012157312575374,-0.7518311359426916,0.148603051585932,1,1
PPC,Nhiệt điện Phả Lại,HOSE,Tiện ích Cộng đồng,2023,-0.0595853176094789,-0.3527028077260923,0.2062708145375181,0.6612722040705113,-0.4030175567392478,0.010447467306642,1,1
PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,2023,-0.8097721176577007,1.4716268301868072,-0.1278674515483522,0.8910501061221716,-0.9001687980045796,0.1049737138196692,1,1
REE,Cơ Điện Lạnh REE,HOSE,Tiện ích Cộng đồng,2023,0.3502133844252432,-0.109099404384076,-0.2640980315584607,1.3851798193428078,0.2928657508282419,0.3310123037307512,1,1
S4A,Thủy điện Sê San 4A,HOSE,Tiện ích Cộng đồng,2023,-0.2083311778218008,-0.1190938125058137,-0.4544646214549122,-0.8849499194457526,1.1037596347359022,-0.1126159792984754,2,0
SBA,Sông Ba JSC,HOSE,Tiện ích Cộng đồng,2023,-0.4539091112946496,-0.3257212373624633,-0.5799186687540689,-0.7285217078647608,0.923879028928849,-0.2328383392694187,2,0
SFC,Nhiên liệu Sài Gòn,HOSE,Tiện ích Cộng đồng,2023,0.4601086403767366,-0.1181076202899961,2.579241532038637,-0.7336166592803703,0.0447283099065105,0.4464708405503034,1,1
SHP,Thủy điện Miền Nam,HOSE,Tiện ích Cộng đồng,2023,-0.1105594719897281,-0.3778294127816482,-0.2905650588432258,-0.4730529009937912,1.071160275440431,-0.0361693138335924,2,0
SJD,Thủy điện Cần Đơn,HOSE,Tiện ích Cộng đồng,2023,2.3261352343600747,-0.2937431520691628,-0.5176888730806388,-0.6552864693664068,0.3031442389550282,0.2325121957597789,0,2
SMA,Thiết bị Phụ tùng Sài Gòn,HOSE,Tiện ích Cộng đồng,2023,0.2739630806778615,0.2472468144497953,-0.7037547721368879,-1.5664040323314867,-0.4806307535846182,-0.4459159325850672,2,0
TBC,Thủy điện Thác Bà,HOSE,Tiện ích Cộng đồng,2023,0.4773867340103354,-0.3753298340880929,-0.2956694805255002,-0.6118188525501449,0.5104283755065219,-0.0590006115293761,2,0
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2023,-0.7321001869729664,0.0346176145972094,1.6161354942190287,-0.5301661533985423,-0.9591082522324224,-0.1141242967575386,1,1
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2023,-0.5006440752133944,-0.3104116934182471,-0.1188144234312713,-0.3683453700328273,0.7972609425310591,-0.1001909239129362,2,0
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2023,-0.3754507941044322,-0.0165767690737871,0.8787154191350338,-0.6605311076606573,0.2297253383485034,0.0111764173289321,1,1
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2023,0.5628900217326464,-0.2813617373183756,-1.494477254414608,-0.2820931501804428,1.702467200374217,0.0414850160386873,2,0
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Tiện ích Cộng đồng,2023,0.1440470613752993,-0.2616608398699898,0.926868547727034,-0.3864472506927749,-0.271553405835054,0.0302508225409029,1,1
VPD,Phát triển Điện lực Việt Nam,HOSE,Tiện ích Cộng đồng,2023,-0.2900779601920729,-0.3541128442242042,-0.7537602794366625,-0.4827370529021141,0.4058968203189271,-0.2949582632872253,2,0
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,HOSE,Tiện ích Cộng đồng,2023,-0.5428510237261243,0.0557572552164264,-0.3546028236096195,0.5675172187696945,0.7507384991837466,0.0953118251668247,1,1
ASP,Dầu khí An Pha,HOSE,Tiện ích Cộng đồng,2024,-0.5567430523511853,1.4634208992623914,0.4906678920786215,0.0650504980737408,-0.5793954365857333,0.176600160095567,2,1
BTP,Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,2024,0.3006779501206865,-0.4160486454142876,-0.1934245443414267,-0.6979231361604528,-0.3130919017437408,-0.2639620555078442,1,0
BWE,Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,2024,-0.4060710755720064,-0.0289778698958542,-0.2497808469781123,0.8473752369599181,0.0042085254462015,0.0333507939920293,0,2
CCI,CIDICO,HOSE,Tiện ích Cộng đồng,2024,1.8238199198642864,0.1348689723206935,0.2740281846218242,-0.7975641603084187,-0.128246526957037,0.2613812779082697,1,0
CHP,Thủy điện Miền Trung,HOSE,Tiện ích Cộng đồng,2024,-0.1833562964000251,-0.3703000427047483,-0.5133302817097971,-0.1914318137904591,0.6460716725002114,-0.1224693524209636,1,0
CLW,Cấp nước Chợ Lớn,HOSE,Tiện ích Cộng đồng,2024,-0.5389604306411768,-0.145227812815145,0.3208545540539212,-0.5618917744088388,0.2198414359145165,-0.1410768055793446,0,2
CNG,CNG Việt Nam,HOSE,Tiện ích Cộng đồng,2024,-0.2611956070374343,-0.1634179010752989,0.4246749224406517,0.0341314590958893,-0.0333208809333785,0.0001743984980858,0,2
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,2024,0.5692142819969316,-0.4397105477661682,-0.1004467379987012,-1.874139436398634,2.2450989771484005,0.0800033073963657,1,0
GAS,PV Gas,HOSE,Tiện ích Cộng đồng,2024,0.1204059720910002,-0.3816623576942247,0.0286788520501387,2.435675772525484,0.3923602373895846,0.5190916952723965,0,2
GEG,Điện Gia Lai,HOSE,Tiện ích Cộng đồng,2024,-0.3408678027702862,2.910935845397123,-0.4109816281491041,0.7052022457392795,-0.5113375690385138,0.4705902182356996,2,1
HNA,Thủy điện Hủa Na,HOSE,Tiện ích Cộng đồng,2024,0.0233152702095314,-0.4093883564753102,-0.2474492655312975,-0.0708410199297478,0.2236929551269668,-0.0961340833199714,1,0
KHP,Điện lực Khánh Hòa,HOSE,Tiện ích Cộng đồng,2024,-0.4675930049125341,0.1090631007912846,0.4524278837236286,0.4156851709744366,-0.3493071422677574,0.0320552016618116,0,2
NT2,Điện lực Nhơn Trạch 2,HOSE,Tiện ích Cộng đồng,2024,-0.5506890955014254,-0.0750589553237697,-0.1431764173053447,0.8572374176777199,-0.5364413776457883,-0.0896256856197216,0,2
PGC,Gas Petrolimex,HOSE,Tiện ích Cộng đồng,2024,-0.5491407700555099,0.2858882939167351,0.1867976814393908,0.354093207619187,-0.1811416774333076,0.019299347097299,0,2
PGD,PV GAS D,HOSE,Tiện ích Cộng đồng,2024,-0.2189330844026696,-0.067850886996123,0.8101276466156632,0.7206969795175013,0.0019201336491317,0.2491921576767007,0,2
PGV,Tổng Công ty Phát điện 3,HOSE,Tiện ích Cộng đồng,2024,-0.4987395414294318,0.4048899622142435,-0.1568502747528279,2.0161045909744866,-0.8176079775015542,0.1895593519009832,0,2
PMG,ĐT và SX Petro Miền Trung,HOSE,Tiện ích Cộng đồng,2024,-0.5360165975708416,0.079027857823667,-0.0119843125153001,-0.0496748025052651,-0.4338298500522119,-0.1904955409639903,0,2
POW,Điện lực Dầu khí Việt Nam,HOSE,Tiện ích Cộng đồng,2024,-0.4464981430510304,-0.0765448452750483,-0.2143012252670033,2.0527915577015614,-0.418557052778836,0.1793780582659286,0,2
PPC,Nhiệt điện Phả Lại,HOSE,Tiện ích Cộng đồng,2024,-0.3016827168006609,-0.4027207936977105,0.4085138778532367,0.7389806178735122,-0.037228344621702,0.081172528121335,0,2
PSH,TMại ĐT Dầu khí Nam Sông Hậu,HOSE,Tiện ích Cộng đồng,2024,-0.6499936826927385,2.4861819261271245,-0.2961288675085043,0.2099848165600192,-4.000088362056375,-0.4500088339140948,2,1
REE,Cơ Điện Lạnh REE,HOSE,Tiện ích Cộng đồng,2024,0.3105470147010409,-0.2994128492939394,-0.2572728430933119,1.390741840544477,0.2097874913170619,0.2708781308350657,0,2
S4A,Thủy điện Sê San 4A,HOSE,Tiện ích Cộng đồng,2024,-0.1416334051843765,-0.2093706210768594,-1.381335656621425,-0.873481063374052,0.4671240866816581,-0.427739331915011,1,0
SBA,Sông Ba JSC,HOSE,Tiện ích Cộng đồng,2024,-0.4452309136563326,-0.433817172488531,-0.4137916169242588,-0.8359543133602608,0.56946610788021,-0.3118655817098347,1,0
SFC,Nhiên liệu Sài Gòn,HOSE,Tiện ích Cộng đồng,2024,-0.001990203711861,-0.3222286372967504,2.648926297038644,-0.7454742524854088,-0.0769583224049032,0.3004549762279441,0,2
SHP,Thủy điện Miền Nam,HOSE,Tiện ích Cộng đồng,2024,0.0095968764181861,-0.4513592607881775,-0.2322350009299296,-0.4784834678695405,1.261454519384897,0.021794733243087,1,0
SJD,Thủy điện Cần Đơn,HOSE,Tiện ích Cộng đồng,2024,1.628471444681326,-0.3905305063680481,-0.5037584041085151,-0.6213639576253819,0.5066907676427871,0.1239018688444335,1,0
SMA,Thiết bị Phụ tùng Sài Gòn,HOSE,Tiện ích Cộng đồng,2024,4.701324621506273,-0.2149851053877314,-0.5916426619760345,-1.570340235975666,-0.1488127011906773,0.4351087833952325,1,0
TBC,Thủy điện Thác Bà,HOSE,Tiện ích Cộng đồng,2024,-0.1630410645571752,-0.4424141318971513,-0.2267320356020209,-0.5088031456289149,0.8652561852568893,-0.0951468384856746,1,0
TDG,Đầu tư TDG Global,HOSE,Tiện ích Cộng đồng,2024,-0.5316337785468157,-0.0139077146863077,1.4639117793878624,-0.387484716299396,-0.539465291278902,-0.0017159442847118,0,2
TDM,Nước Thủ Dầu Một,HOSE,Tiện ích Cộng đồng,2024,0.1940898957832603,-0.4174883765754391,-0.2815275194892483,-0.2774104092375175,0.2810452519379792,-0.100258231516193,1,0
TDW,Cấp nước Thủ Đức,HOSE,Tiện ích Cộng đồng,2024,-0.55142734299342,-0.1331780111293536,0.6390086917467452,-0.5612205806594771,0.2906333956318787,-0.0632367694807253,0,2
TMP,Thủy điện Thác Mơ,HOSE,Tiện ích Cộng đồng,2024,0.333528241673982,-0.3876373771778539,-1.1684150726048594,-0.3061694763711839,1.134344311818536,-0.0788698745322758,1,0
UIC,Phát triển Nhà và Đô thị IDICO,HOSE,Tiện ích Cộng đồng,2024,-0.1688080993056776,-0.3291668573758542,0.7787776054744088,-0.2296253062669586,-0.0159377447744344,0.0070479195502967,0,2
VPD,Phát triển Điện lực Việt Nam,HOSE,Tiện ích Cộng đồng,2024,-0.2602706990456052,-0.409126754005625,-0.2993412899056125,-0.4390474652720961,0.6332349177467204,-0.1549102580964436,1,0
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,HOSE,Tiện ích Cộng đồng,2024,-0.0274418022038064,-0.2318891487996572,-0.3155256932876482,0.4424694865455491,0.0797821310450103,-0.0105210053401104,0,2
AGG,Bất động sản An Gia,HOSE,Tài chính,2021,-0.4886458715690145,0.7532988337752511,-0.1978444142156828,0.3991079711668749,0.0492359255354026,0.1030304889385662,1,2
BCG,Bamboo Capital,HOSE,Tài chính,2021,-0.3438313782518584,0.9284575484996584,-0.3321964821396779,0.8991052238534082,0.1018080145338448,0.250668585299075,1,2
BCM,Becamex IDC,HOSE,Tài chính,2021,-0.4275714180174636,0.0764477376991158,-0.2069992769039939,1.2751492363316572,-0.099859362423369,0.1234333833371893,1,2
BIC,Bảo hiểm BIDV,HOSE,Tài chính,2021,-0.4815336623962019,-0.156769105644837,-1.881095882976984,0.1835832247321152,0.1445118953766952,-0.4382607061818425,1,2
BMI,Bảo hiểm Bảo Minh,HOSE,Tài chính,2021,-0.5364524233518976,0.1612334726817702,0.2203351873139825,0.4147608172144758,-0.1885318142526789,0.0142690479211304,1,2
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,2021,0.7496265419662563,1.922453888049924,-0.1563722897677683,2.197073473688329,-0.3311976443598995,0.8763167939153684,1,2
CCL,Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,HOSE,Tài chính,2021,-0.3145656474047287,-0.2617937500160306,0.7892530142630731,-0.6270365433721148,-0.0023669580036494,-0.08330197690669,0,1
CKG,Xây dựng Kiên Giang,HOSE,Tài chính,2021,-0.5245253144733727,0.8108640734998707,-0.0730728444693597,-0.0984627166852881,-0.0451877935143858,0.0139230808714928,1,2
CRE,Bất động sản Thế Kỷ,HOSE,Tài chính,2021,-0.2095198661652982,-0.3508350052267447,0.8948469843186038,0.467557842252591,0.0260925131107264,0.1656284936579756,1,2
D2D,Phát triển Đô thị số 2,HOSE,Tài chính,2021,1.7867039535225968,-0.4352927359487519,0.0044430163132492,-0.6883323769923964,0.8825081479357012,0.3100060009660798,0,1
DIG,DIC Corp,HOSE,Tài chính,2021,-0.0696333036205339,-0.2115553700567225,-0.1969306321920823,0.6049199014305473,0.2591642046312832,0.0771929600384983,1,2
DRH,DRH Holdings,HOSE,Tài chính,2021,-0.6622525956055677,0.0797878345547052,-0.3409367686610551,-1.054220616613884,-0.3756869273354725,-0.4706618147322549,0,1
DTA,BĐS Đệ Tam,HOSE,Tài chính,2021,-0.4764964709672581,0.389605141039671,-0.1869391762379849,-1.4583849740603254,-0.3515818675136315,-0.4167594695479057,0,1
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,2021,-0.2246024941318053,-0.2031159560590624,0.108326841326005,1.1803193159974272,0.0127289759244973,0.1747313366114123,1,2
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,2021,-0.0634436460691513,-0.3047545026803197,-0.0003469800256598,0.7143638252900313,0.0487258990273067,0.0789089191084414,1,2
FIR,Địa ốc First Real,HOSE,Tài chính,2021,-0.1774479146379508,-0.4505519202760086,0.1030627626180529,-1.236712295461027,0.2880915417737821,-0.2947115651966303,0,1
FIT,Tập đoàn F.I.T,HOSE,Tài chính,2021,0.3094277413229307,-0.567036054236009,-0.1234606502688287,0.0187898199969843,-0.1555795463000643,-0.1035717378969973,0,1
HDC,Phát triển Nhà BR-VT,HOSE,Tài chính,2021,-0.5289976569149466,-0.0833152380925195,0.108730000099835,-0.1189596485349346,0.3525730909442847,-0.0539938904996561,1,2
HDG,Tập đoàn Hà Đô,HOSE,Tài chính,2021,-0.5943245164321708,0.0668337353954828,-0.0657033710270126,0.6931047377553843,0.5511402002572231,0.1302101571897813,1,2
HPX,Đầu tư Hải Phát,HOSE,Tài chính,2021,-0.299698278800223,-0.2567962427762633,-0.2044279368639678,0.2316081391609463,-0.1284905218318713,-0.1315609682222758,1,2
HQC,Địa ốc Hoàng Quân,HOSE,Tài chính,2021,-0.6246904388386625,-0.442171348595475,-0.3630955559778362,-0.2381963718209888,-0.5761679469565739,-0.4488643324379072,0,1
HTN,Hưng Thịnh Incons,HOSE,Tài chính,2021,-0.4871298615518447,1.069741584369824,0.7651062953557523,0.5687362226082439,-0.1455726516926091,0.3541763178178732,1,2
IBC,Đầu tư APAX Holdings,HOSE,Tài chính,2021,0.0601974419883688,0.102932931440591,0.0950046664811548,0.0251174669303775,-0.343672372721286,-0.0120839731761587,1,2
IJC,Becamex IJC,HOSE,Tài chính,2021,-0.4460207629552058,-0.2767623141146097,0.1585537864888516,0.2801311335019814,0.3585584227671125,0.0148920531376259,1,2
ITA,Đầu tư CN Tân Tạo,HOSE,Tài chính,2021,-0.2176680172320954,-0.5866221798948019,-0.3186304097054624,0.2312222729130424,-0.1903644165898216,-0.2164125501018277,1,2
ITC,Đầu tư kinh doanh Nhà,HOSE,Tài chính,2021,-0.6419302784106223,-0.2590294895177814,-0.167109981980274,-0.2594083711506827,-0.1474909690850872,-0.2949938180288895,0,1
KBC,TCT Đô thị Kinh Bắc,HOSE,Tài chính,2021,0.4286615900810864,-0.3207229676996095,-0.2189077487914394,0.9685150467454524,0.0459075289808606,0.1806906898632701,1,2
KDH,Nhà Khang Điền,HOSE,Tài chính,2021,0.9724537949631428,-0.5183240895253352,-0.0128017563061711,0.6537404535610836,0.2896519331104832,0.2769440671606406,1,2
KHG,Tập đoàn Khải Hoàn Land,HOSE,Tài chính,2021,0.1910429884033391,-0.5313767956611483,1.8235353567867376,0.0595694126374987,0.1514991052303938,0.3388540134793641,0,1
KOS,Công ty KOSY,HOSE,Tài chính,2021,-0.2938777823722402,-0.9016134456138674,-0.0037154013954455,-0.1665206676327807,-0.5316401036641228,-0.3794734801356913,0,1
LDG,Đầu tư LDG,HOSE,Tài chính,2021,-0.3660513489371877,-0.1942157490280821,-0.1764593192465786,-0.3106262682079568,-0.0063482314121175,-0.2107401833663845,0,1
LEC,BĐS Điện lực Miền Trung,HOSE,Tài chính,2021,-0.5232152444359514,-0.1851739768140873,0.3796064094430579,-0.8685732412089257,-0.5622135458883878,-0.3519139197808588,0,1
LGL,Long Giang Land,HOSE,Tài chính,2021,-0.5650568035632374,-0.2308240114129101,-0.3163198936777321,-1.0827767775398152,-0.5360117689377372,-0.5461978510262864,0,1
LHG,KCN Long Hậu,HOSE,Tài chính,2021,-0.1580344006583232,-0.3153277700778799,-0.0048908715406479,-0.3769279352175013,0.5796569885831865,-0.0551047977822331,0,1
MIG,Bảo hiểm Quân đội,HOSE,Tài chính,2021,-0.6041258566230246,0.392719046904883,0.0945001647160592,0.2728807308247032,-0.1420777877988848,0.0027792596047471,1,2
NBB,577 CORP,HOSE,Tài chính,2021,-0.7037140479493204,-0.1273352506801146,-0.2177951344568861,-0.3129237792299517,0.5506916039661116,-0.1622153216700322,0,1
NLG,BĐS Nam Long,HOSE,Tài chính,2021,0.2677941231696729,-0.3884298528843703,-0.0743552129910516,0.9276680570365632,0.1441195589691361,0.17535933465999,1,2
NTL,Đô thị Từ Liêm,HOSE,Tài chính,2021,0.3352664407435148,-0.4752542185467477,0.042141236509614,-0.6137907716709952,0.6969495808290677,-0.0029375464271092,0,1
NVL,Đầu tư Địa ốc No Va (Novaland),HOSE,Tài chính,2021,0.0614901964059292,5.228637064133215,-0.3150953634167097,2.0037457088768464,-0.1506162395412971,1.3656322732915966,1,2
NVT,Ninh Vân Bay,HOSE,Tài chính,2021,-0.3144771567017358,-0.3170776851874527,-0.2617490740251362,-1.240255541380162,-1.517389139319531,-0.7301897193228035,0,1
OGC,Tập đoàn Đại Dương,HOSE,Tài chính,2021,-0.1942394181214315,0.0224865136043904,-0.2131584194357528,-0.5491384264147339,-2.150946398296106,-0.6169992297327267,0,1
PDR,BĐS Phát Đạt,HOSE,Tài chính,2021,-0.5545392192278507,-0.0928848890561757,-0.155189503925143,0.774276158597161,0.6944609199533995,0.1332246932682782,1,2
PGI,Bảo hiểm PJICO,HOSE,Tài chính,2021,-0.590745972211891,0.311532577508456,0.2940229209807105,0.2991560439124053,0.0862030386365224,0.0800337217652406,1,2
