Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Năm,Liquidity_Score,Leverage_Score,Efficiency_Score,Size_Score,Profitability_Score,Composite_Score,cluster_raw,cluster
FCM,Khoáng sản FECON,HOSE,Công nghiệp,2024,0.4301231800540004,-0.4816804963418474,-0.2128661415735362,-0.6356642832812978,-0.4547151554091752,-0.2709605793103712,1,0
FCN,FECON CORP,HOSE,Công nghiệp,2024,-0.5237464380955306,0.0339210331920316,-0.4066271178428436,0.9080843034746796,-0.4299647860529996,-0.0836666010649325,0,1
GEE,Thiết bị điện GELEX,HOSE,Công nghiệp,2024,-0.520257648811989,-0.2189418644457681,0.4971307892969052,1.5212488381592113,0.6928823418550594,0.3944124912106838,0,1
GEX,Tập đoàn Gelex,HOSE,Công nghiệp,2024,-0.4428441675717755,-0.0169395120023876,0.0446142980966117,2.175570738316948,0.0258446848857055,0.3572492083450204,0,1
GMD,Gemadept,HOSE,Công nghiệp,2024,0.7618946393988599,-0.437131613708409,-0.3349396584149444,1.2326314946496386,0.2975195463395272,0.3039948816529345,0,1
GMH,Minh Hưng Quảng Trị,HOSE,Công nghiệp,2024,2.7928119140572867,-0.5424338297578759,-0.1910391364100788,-1.543449432033234,-0.2529568691578726,0.052586529339645,2,2
GSP,Vận tải Sản phẩm Khí Quốc tế,HOSE,Công nghiệp,2024,-0.3777731814662808,-0.156860049913134,0.4755574914888134,0.1601094714305126,0.0709472490049944,0.0343961961089811,1,0
HAH,Vận tải và Xếp dỡ Hải An,HOSE,Công nghiệp,2024,-0.128189076684982,-0.2187720023316538,-0.0240932684091165,0.8514251684260306,0.4808287247687097,0.1922399091537975,0,1
HAS,Hacisco,HOSE,Công nghiệp,2024,-0.0931900075186231,-0.4318295230518483,-0.3601945745603162,-1.6396546760683612,-0.8848045325365819,-0.6819346627471461,1,0
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,HOSE,Công nghiệp,2024,-0.6539981633728918,-0.4590656736982803,-0.6400298103682734,1.4052966298304277,-0.3028135619009174,-0.130122115901987,0,1
HID,Halcom Vietnam,HOSE,Công nghiệp,2024,-0.2790105956133561,0.5067591062573092,-0.4854163512600544,-0.374030187053109,-0.3842166167754421,-0.2031829288889304,0,1
HT1,VICEM Hà Tiên,HOSE,Công nghiệp,2024,-0.5499045493173035,-0.2772642701010987,0.6896981382039973,1.0479817692683249,-0.4005297857706069,0.1019962604566626,0,1
HTI,PT Hạ tầng IDICO,HOSE,Công nghiệp,2024,-0.1816065716112639,0.0782873236454042,-0.2650368663104891,-0.3083704745037146,0.0315501148041718,-0.1290352947951783,1,0
HTV,Logistics Vicem,HOSE,Công nghiệp,2024,0.5837898935338296,-0.479507402661342,-0.2085779208414375,-0.9498735802940496,-0.3043090730178602,-0.2716956166561719,1,0
HU1,Xây dựng HUD1,HOSE,Công nghiệp,2024,-0.5243276600225388,0.7308312344770163,-0.3579306452216986,-0.8478194589599648,-0.391889906585958,-0.2782272872626288,1,0
HUB,Xây lắp Huế,HOSE,Công nghiệp,2024,-0.0642096527621409,-0.3213728318880053,-0.3432835929749603,-0.5990436637682597,0.0883346961965115,-0.2479150090393709,1,0
HVH,Đầu tư và Công nghệ HVC,HOSE,Công nghiệp,2024,-0.0233286685076627,-0.4549348586423209,-0.202044378179751,-0.6507538696189235,-0.1543610781907425,-0.2970845706278801,1,0
HVX,Xi măng Vicem Hải Vân,HOSE,Công nghiệp,2024,-0.6628020159898317,-0.6873416499567077,0.8770484811726851,-0.7360246868948543,-1.090552436725651,-0.4599344616788719,1,0
L10,LILAMA 10,HOSE,Công nghiệp,2024,-0.3369650461970134,1.0466793316792216,-0.1491670842994329,-0.1207209859320598,-0.1287334239436646,0.0622185582614101,0,1
LBM,Khoáng sản Lâm Đồng,HOSE,Công nghiệp,2024,-0.3472236469483797,-0.4292592326071269,0.2262370998760705,-0.3700117707232306,0.268760653236785,-0.1302993794331763,1,0
LCG,LIZEN,HOSE,Công nghiệp,2024,-0.5048215697649671,0.0014280870134451,-0.356878128613023,0.6532464731878047,-0.249794778571461,-0.0913639833496402,0,1
LGC,Đầu tư Cầu đường CII,HOSE,Công nghiệp,2024,-0.47565092654576,0.7646963759541893,-2.609218017032555,1.1446362184640384,0.0362336343867309,-0.2278605429546713,0,1
LM8,LILAMA 18,HOSE,Công nghiệp,2024,-0.5653576298818248,0.808016160352347,0.1156109299449557,-0.0733200900599316,-0.2688474885070528,0.0032203763696986,0,1
MCP,In và Bao bì Mỹ Châu,HOSE,Công nghiệp,2024,0.6372805282482108,-0.4988408652793039,0.2174083667769191,-0.8845888003633786,0.1648093022044411,-0.0727862936826223,1,0
MDG,Xây dựng Miền Đông,HOSE,Công nghiệp,2024,-0.4934812297977808,0.1666978167662949,-0.2185998695021138,-1.0761154271277196,-0.3367244827841476,-0.3916446384890933,1,0
NAV,Tấm lợp và gỗ Nam Việt,HOSE,Công nghiệp,2024,5.681122063031623,-0.540417021721068,-0.1176320835604555,-1.657089054422917,0.5912999889687885,0.791456778459194,2,2
NCT,DV Hàng hóa Nội Bài,HOSE,Công nghiệp,2024,0.2283061758462798,-0.4290638585437656,0.4861692084662833,-0.3888330173813974,2.13750380469529,0.406816462616538,1,0
NHA,PT Nhà và Đô thị Nam HN,HOSE,Công nghiệp,2024,-0.6092322855027951,-0.3306853380815337,-0.3695890366480581,-0.8496266619327264,0.1547437622720314,-0.4008779119786163,1,0
NNC,Đá Núi Nhỏ,HOSE,Công nghiệp,2024,0.8299343580926299,-0.5012712998305856,0.3548445904942562,-0.874780601824979,0.4167458456733539,0.045094578520935,1,0
NO1,Tâp đoàn 911,HOSE,Công nghiệp,2024,-0.2653426192470291,-0.263967537370861,0.4891486864321949,-0.5425678865310525,-0.1650859757484521,-0.1495630664930399,1,0
PAC,Pin Ắc quy Miền Nam,HOSE,Công nghiệp,2024,-0.539779854486905,0.1103060409185183,0.7014481206945988,0.406720298424936,0.070370671313235,0.1498130553728766,0,1
PC1,Tập đoàn PC1,HOSE,Công nghiệp,2024,-0.2758941223705799,0.1612552264366745,-0.2611999763982662,1.4942854080845411,-0.0954989011163409,0.2045895269272057,0,1
PDN,Cảng Đồng Nai,HOSE,Công nghiệp,2024,0.4986216223927819,-0.4610078262812923,0.0777817379971518,-0.0170790144394896,1.110939344688067,0.2418511728714437,1,0
PHC,Xây dựng Phục Hưng Holdings,HOSE,Công nghiệp,2024,-0.5411544260566744,0.9135888602461318,-0.3421020889479004,0.2932497966901807,-0.440388809121508,-0.023361333437954,0,1
PJT,Vận tải thủy PETROLIMEX,HOSE,Công nghiệp,2024,-0.0531809027190237,-0.415125110680673,0.908183344957758,-0.6518771034650507,0.009902060738192,-0.0404195422337594,1,0
PVP,Vận tải Dầu khí Thái Bình Dương,HOSE,Công nghiệp,2024,-0.0910076834359084,-0.264724515499349,-0.1908120877289933,0.3282920646808844,0.0770533824864023,-0.0282397678993928,0,1
PVT,Vận tải Dầu khí PVTrans,HOSE,Công nghiệp,2024,-0.2776481398542748,-0.1854486179682041,0.0048394833867435,1.519892680001422,0.1882352635861702,0.2499741338303713,0,1
QNP,Cảng Quy Nhơn,HOSE,Công nghiệp,2024,0.0385752420745819,-0.3532498018940581,-0.0342327440097745,-0.1143913502502774,0.2820512960989046,-0.0362494715961247,1,0
RYG,Sản xuất và Đầu tư Hoàng Gia,HOSE,Công nghiệp,2024,-0.5927215780855954,0.416779600053838,-0.1969554506275971,0.2097953349711169,-0.1208967337309458,-0.0567997654838366,0,1
SBG,Tập Đoàn Cơ Khí Công Nghệ Cao Siba,HOSE,Công nghiệp,2024,-0.4201798023203189,-0.2255291355217463,0.9454726997085936,0.0743937564677752,-0.1165688447790109,0.0515177347110585,1,0
SC5,Xây dựng Số 5,HOSE,Công nghiệp,2024,-0.5333053577778659,1.2098098154369357,0.5011533356274283,0.3032777481693752,-0.1414839325139001,0.2678903217883946,0,1
SFI,Vận tải SAFI,HOSE,Công nghiệp,2024,0.7607704178242689,-0.4804954389053837,0.2007603531514758,-0.2634193523589628,0.1225866639178552,0.0680405287258506,1,0
SGN,Phục vụ mặt đất Sài Gòn,HOSE,Công nghiệp,2024,0.9432464880802106,-0.4628561236608889,0.177085741758028,0.0042574238107178,0.92141337635666,0.3166293812689454,1,0
SRF,SEAREFICO,HOSE,Công nghiệp,2024,-0.5323895715372632,0.4571474175383944,-0.2508617083723279,-0.0674142069104961,-0.4517349171964456,-0.1690505972956276,0,1
STG,Kho Vận Miền Nam,HOSE,Công nghiệp,2024,0.12112666939411,-0.4504205443268112,-0.0215041125345454,0.3988851418919202,-0.0035739003656803,0.0089026508117986,1,0
SVI,Bao bì Biên Hòa,HOSE,Công nghiệp,2024,-0.307588248373863,-0.3302320345397244,0.0742401405813753,-0.0326096716981039,-0.0253799286716925,-0.1243139485404017,1,0
TCD,Tập đoàn Xây dựng Tracodi,HOSE,Công nghiệp,2024,-0.5039356118788545,-0.0668272938105156,-0.5018883234172047,0.5917474413653647,-0.3432153744932938,-0.1648238324469007,0,1
TCL,Tan Cang Logistics,HOSE,Công nghiệp,2024,-0.4043970846260114,-0.2679201411594847,0.1751813497793785,-0.0827793739887819,0.6017630443283964,0.0043695588666993,1,0
TCO,TCO Holdings,HOSE,Công nghiệp,2024,-0.5558526424604758,1.0604940308860122,0.58453174584743,0.4085551198614516,-0.2613130962335409,0.2472830315801754,0,1
TCR,Gốm sứ TAICERA,HOSE,Công nghiệp,2024,-0.6021544343132429,0.1185136195330151,0.0314609872975018,-0.2885476415646237,-1.1454994601869792,-0.3772453858468658,0,1
TDP,Công ty Thuận Đức,HOSE,Công nghiệp,2024,-0.4808149889414873,0.5439511055917234,0.1530932257868057,0.6553872233442708,-0.1146825822082747,0.1513867967146075,0,1
THG,XD Tiền Giang,HOSE,Công nghiệp,2024,-0.4688174019832019,0.2139621227416948,0.0305887048239914,0.1999614012151642,0.286696964879657,0.0524783583354611,0,1
TMS,Transimex,HOSE,Công nghiệp,2024,-0.2755103111849104,-0.2912348973525032,-0.4205505861913325,0.8548359768031196,-0.2912883536635431,-0.0847496343178339,0,1
TV2,Tư vấn XD Điện 2,HOSE,Công nghiệp,2024,-0.3671662871731927,-0.2725325455900581,-0.2823060483617189,0.1109871796463426,-0.2247578060756955,-0.2071551015108645,0,1
TYA,Dây và Cáp điện Taya,HOSE,Công nghiệp,2024,-0.3974496536906166,-0.0317610357304839,0.3289009248256243,-0.0043256550352572,0.1441006014230337,0.00789303635846,1,0
VCG,VINACONEX,HOSE,Công nghiệp,2024,-0.4564629800997342,0.1342845831000943,-0.3037570304182354,1.6859403961738892,-0.0402750018613819,0.2039459933789264,0,1
VGC,Tổng Công ty Viglacera,HOSE,Công nghiệp,2024,-0.4534098886868949,0.0534555147107897,0.1230617164086325,1.6025778233820946,0.0322496871461136,0.2715869705921471,0,1
VIP,Vận tải Xăng dầu VIPCO,HOSE,Công nghiệp,2024,2.8749524530640187,-0.5289277932545116,-0.0615775314831673,-0.2943063067147858,0.0020378992107211,0.398435744164455,2,2
VNE,Xây dựng điện Việt Nam,HOSE,Công nghiệp,2024,-0.6203870276584974,0.729371122335621,-0.4626552114897055,0.0662893022970639,-1.5417879219867223,-0.365833947300448,0,1
VOS,Vận tải Biển Việt Nam,HOSE,Công nghiệp,2024,0.7691758042357072,-0.377024195810798,0.6093966358193333,0.6097502339027735,0.4132696581917992,0.404913627267763,1,0
VSC,VICONSHIP,HOSE,Công nghiệp,2024,0.0933435221239712,-0.3206481049134413,-0.1844720665184354,0.7808962116526916,0.0962772126360021,0.0930793549961576,0,1
VTB,Viettronics Tân Bình,HOSE,Công nghiệp,2024,0.3559077572186918,-0.459418244744486,-0.0084703033872333,-1.383082218052241,-0.1316727113583738,-0.3253471440647285,1,0
VTO,VITACO,HOSE,Công nghiệp,2024,1.367029327902765,-0.409445941906199,0.1978694498378843,-0.0517671343659375,0.0348347224053986,0.2277040847747822,1,0
VTP,Bưu chính Viettel,HOSE,Công nghiệp,2024,-0.5475751049862945,0.6708961388310886,1.194474955911639,1.263833819736431,0.4044046338882916,0.5972068886762312,0,1
APC,Chiếu xạ An Phú,HOSE,Dược phẩm và Y tế,2021,1.5548837266211546,-0.1836557704551651,-1.6287428965200592,-1.3541430802526355,-1.1952022775268638,-0.5613720596267138,0,0
DBD,Dược - TB Y tế Bình Định,HOSE,Dược phẩm và Y tế,2021,0.235015610750695,-0.3072706412404764,-0.0048081097082134,0.2040748048911178,0.6696485081258955,0.1593320345638036,2,1
DBT,Dược phẩm Bến Tre,HOSE,Dược phẩm và Y tế,2021,-1.0681199040471567,-0.3190103007633915,-0.0407979689334275,-0.8223883257002162,-0.6963094345256721,-0.5893251867939728,0,0
DCL,Dược phẩm Cửu Long,HOSE,Dược phẩm và Y tế,2021,-0.5760929320930993,-0.1995054414533995,-0.3857342222487977,-0.0586985870242512,-0.0644464994995721,-0.2568955364638239,0,0
DHG,Dược Hậu Giang,HOSE,Dược phẩm và Y tế,2021,0.5699364454316013,-0.3356005312369396,0.2977933446695403,1.5785027463700136,1.3442480365697265,0.6909760083607883,2,1
DMC,Dược phẩm DOMESCO,HOSE,Dược phẩm và Y tế,2021,1.3059539796709745,-0.339361836195837,-0.1185635509538107,0.2189483085425261,0.2775442375385723,0.268904227720485,2,1
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2021,0.6169672528990872,-0.3251912324294536,-0.1944895173061901,0.4359880674279539,0.2872817193234112,0.1641112579829617,2,1
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2021,-0.5953280059173942,-0.2899597504962019,-0.2781331704613047,-1.2005599998872247,-1.8231186626594351,-0.837419917884312,0,0
OPC,Dược phẩm OPC,HOSE,Dược phẩm và Y tế,2021,-0.2408759495597636,-0.255659515649332,0.3291065357976344,-0.1478536946508583,0.511121052603525,0.0391676857082411,2,1
SPM,S.P.M CORP,HOSE,Dược phẩm và Y tế,2021,-0.0442604778194766,-0.1736213580821534,-0.3252809509212678,-0.4912680750602121,-0.8205315257673376,-0.3709924775300894,0,0
TNH,Bệnh viện Quốc tế Thái Nguyên,HOSE,Dược phẩm và Y tế,2021,-0.3147219749340457,-0.2581983897118046,-0.0114275598380534,-0.5895583546105457,1.44992327373484,0.0552033989280781,2,1
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2021,0.2142132687928319,-0.3166520939027131,0.8119466949179777,0.4360217964135486,1.045336857464202,0.4381733047371693,2,1
VDP,Dược phẩm VIDIPHA,HOSE,Dược phẩm và Y tế,2021,-0.6086920950655148,-0.2112788750248009,-0.1746153995581105,-0.473310240024505,-0.1028014893093235,-0.3141396197964509,0,0
VMD,Y Dược phẩm Vimedimex,HOSE,Dược phẩm và Y tế,2021,-1.0488789447298963,3.5149657366416696,1.723746771064083,2.264244633565298,-0.8826937960719691,1.114276880093837,1,2
APC,Chiếu xạ An Phú,HOSE,Dược phẩm và Y tế,2022,0.0548554704410649,0.1832594748876197,-1.698861825940623,-1.5459886680672268,-1.683654316786131,-0.9380779730930592,2,0
DBD,Dược - TB Y tế Bình Định,HOSE,Dược phẩm và Y tế,2022,0.0877746856989333,-0.4721895140834804,-0.1530536179973097,0.3476909295034955,0.7706495584234102,0.1161744083090097,0,1
DBT,Dược phẩm Bến Tre,HOSE,Dược phẩm và Y tế,2022,-1.294343985638461,1.5330132976432862,0.0594128322422307,-0.7844408184447906,-0.0508080711611169,-0.1074333490717703,2,0
DCL,Dược phẩm Cửu Long,HOSE,Dược phẩm và Y tế,2022,-0.1604573140285659,-0.297401175521029,-0.500972955585943,0.2214065420489467,-0.2552689156673889,-0.198538763750796,0,1
DHG,Dược Hậu Giang,HOSE,Dược phẩm và Y tế,2022,1.029249940615187,-0.5640929561841331,0.3797215155344591,1.854766444936182,1.548171394533128,0.8495632678869646,0,1
DMC,Dược phẩm DOMESCO,HOSE,Dược phẩm và Y tế,2022,0.7995628087353776,-0.5202686695019626,-0.1088474671868535,0.3316828715361968,0.3565951827871085,0.1717449452739733,0,1
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2022,0.7893156104477986,-0.5631192483712439,0.0460688493979604,0.5465877456101477,0.2494276108403904,0.2136561135850106,0,1
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2022,-0.1070272353527328,-0.4773684552434472,-0.1233970676625816,-1.3419514959581984,-1.468527515335463,-0.7036543539104846,2,0
OPC,Dược phẩm OPC,HOSE,Dược phẩm và Y tế,2022,-0.0515891030487964,-0.4590608487075662,0.2493159041061963,-0.1892699819848613,0.4892624917321981,0.007731692419434,0,1
SPM,S.P.M CORP,HOSE,Dược phẩm và Y tế,2022,0.4429087815267008,-0.1415689181487705,-0.3501640141109097,-0.6065953445899004,-0.9397514092260744,-0.3190341809097908,2,0
TNH,Bệnh viện Quốc tế Thái Nguyên,HOSE,Dược phẩm và Y tế,2022,-0.7395456145775111,-0.4180927653368154,-0.3910381674096351,-0.5720863650029157,1.0323071922919749,-0.2176911440069804,0,1
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2022,0.5709422528835643,-0.5301657221221872,0.8525455374055501,0.5356430519978183,0.9774886191188168,0.4812907478567124,0,1
VDP,Dược phẩm VIDIPHA,HOSE,Dược phẩm và Y tế,2022,-0.3702134887317996,-0.2328332829522396,-0.0106902136753451,-0.3820049478199971,-0.1595182082445921,-0.2310520282847946,0,1
VMD,Y Dược phẩm Vimedimex,HOSE,Dược phẩm và Y tế,2022,-1.051432808970759,2.9598887836419685,1.749960690882804,1.5845600362351062,-0.866373613306263,0.8753206176965713,1,2
DBD,Dược - TB Y tế Bình Định,HOSE,Dược phẩm và Y tế,2023,-0.2350356715714759,-0.1745705442576506,-0.0890322692174513,0.207908784410402,1.070908092398139,0.1560356783523926,1,1
DBT,Dược phẩm Bến Tre,HOSE,Dược phẩm và Y tế,2023,-1.4150100198028508,-0.0332815336127411,0.2238458710524817,-0.950163303411396,-0.8424581093700553,-0.6034134190289123,0,0
DCL,Dược phẩm Cửu Long,HOSE,Dược phẩm và Y tế,2023,-0.7145210637117537,0.3001107386240418,-0.6033460764607804,0.0467846672151549,-0.8048594975182645,-0.3551662463703203,0,0
DHG,Dược Hậu Giang,HOSE,Dược phẩm và Y tế,2023,0.1449018363170176,-0.2640154544295403,0.2435435603835952,1.8687616127359623,1.6428179000637495,0.7272018910141569,1,1
DMC,Dược phẩm DOMESCO,HOSE,Dược phẩm và Y tế,2023,1.2671146944174951,-0.2811680422781094,0.1232308742104394,0.1809010324219911,0.2632936393825014,0.3106744396308635,1,1
FIT,Tập đoàn F.I.T,HOSE,Dược phẩm và Y tế,2023,0.0986524616508475,-1.1661719863042224,-0.9954990736845984,1.2868424983224436,-1.7416594249402042,-0.5035671049911468,0,0
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2023,0.1172270328392732,-0.3387562275131973,0.054349418211027,0.4852424244914596,0.7275800864714124,0.209128546899995,1,1
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2023,0.6055283443040421,-0.224380512854017,-0.0802583801044978,-1.365181363044652,-0.0191097722441916,-0.2166803367886632,0,0
OPC,Dược phẩm OPC,HOSE,Dược phẩm và Y tế,2023,0.112139961887117,-0.1861426102505675,0.0121343928757457,-0.4994332430306805,0.4049430761848511,-0.0312716844667068,1,1
SPM,S.P.M CORP,HOSE,Dược phẩm và Y tế,2023,0.6878972246186934,0.5308946264020045,-0.6469254472568062,-1.3096075562596632,-1.1473050578894155,-0.3770092420770374,0,0
TNH,Tập đoàn Bệnh viện TNH,HOSE,Dược phẩm và Y tế,2023,0.6991622892585673,-0.2676987922910956,-1.2682516350739796,-0.5560356760400493,0.4973192578022325,-0.1791009112688649,0,0
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2023,-0.1031909794896424,-0.1813763779061358,0.690285459747995,0.4967142356771988,0.921832825460516,0.3648530326979863,1,1
VDP,Dược phẩm VIDIPHA,HOSE,Dược phẩm và Y tế,2023,-0.0944187616010654,-0.0983112849731701,0.0888599061095972,-0.5981938020062237,-0.0710851974221918,-0.1546298279786107,0,0
VMD,Y Dược phẩm Vimedimex,HOSE,Dược phẩm và Y tế,2023,-1.1704473491162624,2.3848680016444,2.247063399207233,0.7054596885180462,-0.9022178183790772,0.6529451843748679,2,2
DBD,Dược - TB Y tế Bình Định,HOSE,Dược phẩm và Y tế,2024,0.5661217400515156,-0.2551748722106603,0.0488771061746118,0.3689640775001644,1.2941299884299078,0.4045836079891078,0,2
DBT,Dược phẩm Bến Tre,HOSE,Dược phẩm và Y tế,2024,-1.3652452479383104,-0.3674896064071078,0.2888536879603705,-0.7680657039458696,-1.1493644275215151,-0.6722622595704865,1,0
DCL,Dược phẩm Cửu Long,HOSE,Dược phẩm và Y tế,2024,-0.693099789875796,0.46499873714895,-0.483530524814955,0.2247906100451345,-0.9796444958737128,-0.2932970926740758,1,0
DHG,Dược Hậu Giang,HOSE,Dược phẩm và Y tế,2024,-0.5733090335817218,-0.1498403884565756,0.5917214986909951,1.8694074093737096,1.5026282951601282,0.6481215562373072,0,2
DMC,Dược phẩm DOMESCO,HOSE,Dược phẩm và Y tế,2024,2.0750628531876263,-0.43390506205315,0.7391858603440267,0.2670174261666511,0.6217758243412478,0.6538273803972803,0,2
FIT,Tập đoàn F.I.T,HOSE,Dược phẩm và Y tế,2024,0.2347748224217682,-0.0558946140308044,-0.887272518872076,1.426129144231196,-0.6726766005292647,0.0090120466441638,1,0
IMP,IMEXPHARM,HOSE,Dược phẩm và Y tế,2024,0.5787992686258243,-0.4249224876838637,0.2161670427680201,0.6217108605933017,1.1362969152839173,0.4256103199174399,0,2
JVC,Đầu tư và Phát triển Y tế Việt Nhật,HOSE,Dược phẩm và Y tế,2024,-0.7727448617854021,-0.084691996677336,-0.3374436940005786,-1.1604563837039754,-0.055347306218116,-0.4821368484770817,1,0
OPC,Dược phẩm OPC,HOSE,Dược phẩm và Y tế,2024,0.1713575069911765,-0.2254469593751704,0.0702195355396629,-0.527597997480476,0.5087037480390081,-0.0005528332571597,0,2
SPM,S.P.M CORP,HOSE,Dược phẩm và Y tế,2024,0.7629636257527855,0.0895307895005867,-0.8884738332703056,-1.5127025641512435,-1.3980052345878369,-0.5893374433512027,1,0
TNH,Tập đoàn Bệnh viện TNH,HOSE,Dược phẩm và Y tế,2024,-0.0162308016177828,0.025514434661275,-1.532297850224308,-0.5029032818134657,-0.5748803994774754,-0.5201595796943514,1,0
TRA,Traphaco,HOSE,Dược phẩm và Y tế,2024,-0.0337639161446467,-0.2633372204861058,0.8080485717641095,0.549392357428869,0.8948566651159308,0.3910392915356313,0,2
VDP,Dược phẩm VIDIPHA,HOSE,Dược phẩm và Y tế,2024,-0.2421079338794006,-0.0908844621335373,0.1097553372585971,-0.6112014311425205,-0.0964083961187547,-0.1861693772031232,1,0
VMD,Y Dược phẩm Vimedimex,HOSE,Dược phẩm và Y tế,2024,-0.6925782322076328,1.7715437082034993,1.256189780681831,-0.244484523101488,-1.0320645760434648,0.2117212315065489,2,1
ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,2021,-0.4275188497771592,-0.1045267175312298,0.1399241534200973,-0.0261503745202936,0.1836454230705058,-0.0469252730676159,1,0
ADG,Clever Group,HOSE,Dịch vụ Tiêu dùng,2021,-0.3953863107165005,-0.2312872967871123,0.0837864270270836,-0.5613863315027555,0.3208684405278001,-0.1566810142902969,1,0
AST,Dịch vụ Hàng không Taseco,HOSE,Dịch vụ Tiêu dùng,2021,-0.2931138004803601,-0.2682181871140025,-0.3291166489955145,-0.8312530775890721,-1.5045257271614532,-0.6452454882680805,1,0
BTT,TM - DV Bến Thành,HOSE,Dịch vụ Tiêu dùng,2021,0.1110169581116258,-0.2404081599776616,-0.2973758338849884,-0.9457047454288854,0.090740838756417,-0.2563461884846985,1,0
CMV,Thương nghiệp Cà Mau,HOSE,Dịch vụ Tiêu dùng,2021,-0.4674722358036838,-0.2178515281523342,1.2968203568936318,-0.1171488852809209,0.1927118522125489,0.1374119119738483,1,0
COM,Vật tư Xăng dầu,HOSE,Dịch vụ Tiêu dùng,2021,0.2580869482708985,-0.2688251551311386,1.517049255659366,-0.1656642838469589,0.238193685393796,0.3157680900691926,1,0
DAH,Tập đoàn Khách sạn Đông Á,HOSE,Dịch vụ Tiêu dùng,2021,-0.2553177052025479,-0.2289933046240366,-1.4783657199241598,-0.252996897281219,0.1509557282592535,-0.412943579754542,1,0
DGW,Thế Giới Số,HOSE,Dịch vụ Tiêu dùng,2021,-0.4238655132441168,-0.1897958592888328,1.183388751309598,1.0406635006157845,0.3393586058260632,0.3899498970436992,2,2
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,2021,1.69489315453576,-0.2767114426509532,-0.2880343552593392,-1.505069264754431,1.2830434479686152,0.1816243079679303,0,1
FRT,Bán lẻ FPT,HOSE,Dịch vụ Tiêu dùng,2021,-0.4988452393319683,-0.0217293173713587,0.6003357126988064,1.2042461894670875,0.1626515323636365,0.2893317755652407,2,2
HVN,Vietnam Airlines,HOSE,Dịch vụ Tiêu dùng,2021,-0.5807245628948635,2.185876809032377,-0.278334919646946,1.773294207064529,-2.643920886626664,0.0912381293856864,2,2
MWG,Thế giới di động,HOSE,Dịch vụ Tiêu dùng,2021,-0.503156311054393,-0.2024118165767356,0.2620854944617009,2.1104659528316576,0.2795746033884206,0.3893115846101301,2,2
PET,Dịch vụ Tổng hợp Dầu khí,HOSE,Dịch vụ Tiêu dùng,2021,-0.3976351611233158,-0.1264404859768512,0.2602482366625743,1.077991809995564,0.1419129702906692,0.1912154739697281,2,2
PIT,XNK PETROLIMEX,HOSE,Dịch vụ Tiêu dùng,2021,-0.5211817452124928,-0.3152776851050088,0.0869562352872229,-0.5613970632128712,-0.0403688775242839,-0.2702538271534868,1,0
PNC,Văn hóa Phương Nam,HOSE,Dịch vụ Tiêu dùng,2021,-0.5009223230107801,0.6214326576374543,-0.1973439441549739,-0.6003129152733948,-0.1053383792986039,-0.1564969808200597,1,0
SBV,Siam Brothers Việt Nam,HOSE,Dịch vụ Tiêu dùng,2021,-0.4742818977379061,-0.2312041635954924,-0.2973620767637267,-0.3844166448242051,0.2694550809306138,-0.2235619403981432,1,0
SKG,Tàu Cao tốc Superdong,HOSE,Dịch vụ Tiêu dùng,2021,2.106701936728636,-0.268848153310818,-0.3553871027468248,-0.6718921921061984,-0.3396662349687409,0.0941816507192108,0,1
TCT,Cáp treo Tây Ninh,HOSE,Dịch vụ Tiêu dùng,2021,2.9599790346966657,-0.2720602972565275,-0.3574425284230766,-1.3024895409913304,0.0748653635301397,0.2205704063111741,0,1
VJC,Vietjet Air,HOSE,Dịch vụ Tiêu dùng,2021,-0.4129426963027753,-0.3842567539407886,-0.3118108995149742,1.5384084244300675,0.0259917174457105,0.0910779584234479,2,2
VNG,DL Thành Thành Công,HOSE,Dịch vụ Tiêu dùng,2021,-0.5077517597907169,-0.4537818493051053,-0.4445376808148121,-0.3473714802069232,0.0359976951093305,-0.3434890150016453,1,0
VNS,Ánh Dương Việt Nam,HOSE,Dịch vụ Tiêu dùng,2021,-0.1227441962187275,-0.2947659967680939,-0.3439081831715275,-0.2359695319262882,-1.0304465068272703,-0.4055668829823814,1,0
YEG,Tập đoàn Yeah1,HOSE,Dịch vụ Tiêu dùng,2021,-0.3453348752480357,2.056382324174213,-0.1083589091956133,-0.0938421915385201,0.1036330049969146,0.3224958706377916,1,0
ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,2022,-0.4946775710363615,-0.1646460191336062,-0.1533415588206483,-0.0254091736166998,-0.4596422506990388,-0.2595433146612709,0,0
